OBJECTID,src_SA1_MAIN16,nbr_SA1_MAIN16,src_SA1_7DIG16,nbr_SA1_7DIG16,LENGTH,NODE_COUNT
1268,20201101806,20201101828,2101806,2101828,0.000949758397641,0
1269,20201101806,20201101838,2101806,2101838,0.004528824141775,0
1270,20201101807,20201101808,2101807,2101808,0.009420745971584,0
1271,20201101807,20201101811,2101807,2101811,0.000749466864203,0
1272,20201101807,20201101818,2101807,2101818,0.004089144135641,0
1273,20201101807,20201101823,2101807,2101823,0.000786707956258,0
1274,20201101807,20201101836,2101807,2101836,0.004714237758594,0
1275,20201101807,20201101838,2101807,2101838,0.003459478662246,0
1276,20201101807,20201101901,2101807,2101901,0.001651697496753,0
1277,20201101807,20201101915,2101807,2101915,0.013802247028897,0
1278,20201101807,20201101916,2101807,2101916,0.004049673042204,0
1279,20201101807,20201102305,2101807,2102305,0.004574236643774,0
1280,20201101808,20201101823,2101808,2101823,0.007804508658301,0
1281,20201101808,20201101836,2101808,2101836,0.007704009999278,0
1282,20201101809,20201101810,2101809,2101810,0.006336706344107,0
1283,20201101809,20201101834,2101809,2101834,0.002167168859937,0
1284,20201101809,20201101835,2101809,2101835,0.011739955812985,0
1285,20201101809,20201102120,2101809,2102120,0.000000000000000,1
1286,20201101810,20201101813,2101810,2101813,0.005892410778104,0
1287,20201101810,20201101814,2101810,2101814,0.006303965357163,0
1288,20201101810,20201101816,2101810,2101816,0.003260082414607,0
1289,20201101810,20201101834,2101810,2101834,0.000000000000000,1
1290,20201101810,20201101835,2101810,2101835,0.001443400845916,0
1291,20201101810,20201102116,2101810,2102116,0.000000000000000,1
1292,20201101810,20201102120,2101810,2102120,0.008213142064957,0
1293,20201101811,20201101812,2101811,2101812,0.005044776641149,0
1294,20201101811,20201101817,2101811,2101817,0.003595580323385,0
1295,20201101811,20201101824,2101811,2101824,0.001109013098799,0
1296,20201101811,20201101825,2101811,2101825,0.001529173579268,0
1297,20201101811,20201101836,2101811,2101836,0.008683275409371,0
1298,20201101811,20201101838,2101811,2101838,0.002908157066717,0
1299,20201101812,20201101823,2101812,2101823,0.003907218141929,0
1300,20201101812,20201101824,2101812,2101824,0.003372871320723,0
1301,20201101812,20201101836,2101812,2101836,0.001968804914938,0
1302,20201101813,20201101814,2101813,2101814,0.006164653831608,0
1303,20201101813,20201102116,2101813,2102116,0.001756642703042,0
1304,20201101813,20201102120,2101813,2102120,0.000000000000000,1
1305,20201101813,20201102220,2101813,2102220,0.002267509455746,0
1306,20201101813,20201102240,2101813,2102240,0.007143016925863,0
1307,20201101814,20201101815,2101814,2101815,0.007649306339451,0
1308,20201101814,20201101816,2101814,2101816,0.005101434922053,0
1309,20201101814,20201102220,2101814,2102220,0.001633371578220,0
1310,20201101814,20201102231,2101814,2102231,0.002488249581207,0
1311,20201101815,20201101816,2101815,2101816,0.003771131950102,0
1312,20201101815,20201101824,2101815,2101824,0.006854226562114,0
1313,20201101815,20201102227,2101815,2102227,0.001181762896322,0
1314,20201101815,20201102231,2101815,2102231,0.004619078196861,0
1315,20201101816,20201101821,2101816,2101821,0.000000000000000,1
1316,20201101816,20201101822,2101816,2101822,0.003212079707421,0
1317,20201101816,20201101824,2101816,2101824,0.002239295672073,0
1318,20201101816,20201101826,2101816,2101826,0.000000000000000,1
1319,20201101816,20201101835,2101816,2101835,0.007555358799648,0
1320,20201101817,20201101825,2101817,2101825,0.005072143841816,0
1321,20201101817,20201101827,2101817,2101827,0.003436133882722,0
1322,20201101817,20201101838,2101817,2101838,0.007855346001385,0
1323,20201101818,20201101838,2101818,2101838,0.009527273428182,0
1324,20201101818,20201101901,2101818,2101901,0.006788273836757,0
1325,20201101819,20201101828,2101819,2101828,0.002573940917625,0
1326,20201101819,20201101829,2101819,2101829,0.002361845870948,0
1327,20201101819,20201101838,2101819,2101838,0.003290707889057,0
1328,20201101820,20201101821,2101820,2101821,0.005167891445083,0
1329,20201101820,20201101829,2101820,2101829,0.002272299693489,0
1330,20201101820,20201101831,2101820,2101831,0.007832023471541,0
1331,20201101820,20201101835,2101820,2101835,0.007009317835978,0
1332,20201101821,20201101822,2101821,2101822,0.003904297917318,0
1333,20201101821,20201101828,2101821,2101828,0.004101704179811,0
1334,20201101821,20201101829,2101821,2101829,0.001251770085946,0
1335,20201101821,20201101835,2101821,2101835,0.006028104107403,0
1336,20201101822,20201101824,2101822,2101824,0.000000000000000,1
1337,20201101822,20201101826,2101822,2101826,0.004903666661064,0
1338,20201101822,20201101827,2101822,2101827,0.004201896755811,0
1339,20201101822,20201101828,2101822,2101828,0.001773229945687,0
1340,20201101822,20201101835,2101822,2101835,0.000000000000000,1
1341,20201101823,20201101824,2101823,2101824,0.006106188583658,0
1342,20201101823,20201101836,2101823,2101836,0.007379853965196,0
1343,20201101823,20201102226,2101823,2102226,0.004811793950135,0
1344,20201101823,20201102227,2101823,2102227,0.011019539404939,0
1345,20201101823,20201102232,2101823,2102232,0.001380288672438,0
1346,20201101823,20201102305,2101823,2102305,0.026163376186956,0
1347,20201101823,20201102307,2101823,2102307,0.000398341680765,0
1348,20201101824,20201101825,2101824,2101825,0.002650758450833,0
1349,20201101824,20201101826,2101824,2101826,0.010959785208396,0
1350,20201101824,20201102227,2101824,2102227,0.004822680459368,0
1351,20201101825,20201101826,2101825,2101826,0.006196156644662,0
1352,20201101825,20201101827,2101825,2101827,0.003453578885094,0
1353,20201101826,20201101827,2101826,2101827,0.002193016625549,0
1354,20201101827,20201101828,2101827,2101828,0.006943715029810,0
1355,20201101828,20201101829,2101828,2101829,0.006453993188164,0
1356,20201101829,20201101830,2101829,2101830,0.004654491151476,0
1357,20201101829,20201101831,2101829,2101831,0.001326360066137,0
1358,20201101830,20201101831,2101830,2101831,0.006436066544521,0
1359,20201101830,20201101832,2101830,2101832,0.006066774185299,0
1360,20201101831,20201101832,2101831,2101832,0.001859616090518,0
1361,20201101831,20201101833,2101831,2101833,0.005182581421555,0
1362,20201101831,20201101835,2101831,2101835,0.002324962200222,0
1363,20201101832,20201101833,2101832,2101833,0.012977279361450,0
1364,20201101832,20201102501,2101832,2102501,0.000000000000000,1
1365,20201101833,20201101835,2101833,2101835,0.006124609608324,0
1366,20201101833,20201102501,2101833,2102501,0.001696874330214,0
1367,20201101833,20201102504,2101833,2102504,0.001092740005705,0
1368,20201101834,20201102030,2101834,2102030,0.002352461574072,0
1369,20201101834,20201102102,2101834,2102102,0.000000000000000,1
1370,20201101834,20201102118,2101834,2102118,0.002956859638872,0
1371,20201101834,20201102120,2101834,2102120,0.004916592123729,0
1372,20201101837,20201101912,2101837,2101912,0.025803168633729,0
1373,20201101837,20201102502,2101837,2102502,0.005166722170504,0
1374,20201101901,20201101902,2101901,2101902,0.005916759321654,0
1375,20201101901,20201101916,2101901,2101916,0.005725340522622,0
1376,20201101901,20201101917,2101901,2101917,0.004936117846456,0
1377,20201101901,20201101922,2101901,2101922,0.000000000000000,1
1378,20201101901,20201101924,2101901,2101924,0.000000000000000,1
1379,20201101902,20201101903,2101902,2101903,0.003669559954078,0
1380,20201101902,20201101904,2101902,2101904,0.003400177739197,0
1381,20201101902,20201101912,2101902,2101912,0.003666115026668,0
1382,20201101902,20201101917,2101902,2101917,0.000000000000000,1
1383,20201101902,20201101921,2101902,2101921,0.004989106939647,0
1384,20201101902,20201101924,2101902,2101924,0.005604249064910,0
1385,20201101903,20201101904,2101903,2101904,0.007526670909384,0
1386,20201101903,20201101924,2101903,2101924,0.007286420542261,0
1387,20201101904,20201101905,2101904,2101905,0.003276960198771,0
1388,20201101904,20201101907,2101904,2101907,0.000000000000000,1
1389,20201101904,20201101921,2101904,2101921,0.010005034983814,0
1390,20201101904,20201101924,2101904,2101924,0.000382500719802,0
1391,20201101905,20201101907,2101905,2101907,0.006634731763079,0
1392,20201101905,20201101908,2101905,2101908,0.009571635947144,0
1393,20201101905,20201101913,2101905,2101913,0.000000000000000,1
1394,20201101905,20201101914,2101905,2101914,0.002642305794827,0
1395,20201101905,20201101917,2101905,2101917,0.000000000000000,1
1396,20201101905,20201101921,2101905,2101921,0.000000000000000,1
1397,20201101905,20201101922,2101905,2101922,0.001512861328889,0
1398,20201101905,20201101923,2101905,2101923,0.006106913560042,0
1399,20201101905,20201101924,2101905,2101924,0.007277383253647,0
1400,20201101906,20201101910,2101906,2101910,0.004171354410564,0
1401,20201101906,20201101911,2101906,2101911,0.015537202884188,0
1402,20201101906,20201101912,2101906,2101912,0.016886073870713,0
1403,20201101906,20201101918,2101906,2101918,0.008785202504886,0
1404,20201101906,20201101920,2101906,2101920,0.025867856499371,0
1405,20201101906,20201102515,2101906,2102515,0.031655335760315,0
1406,20201101906,20203103207,2101906,2103207,0.075912327661377,0
1407,20201101907,20201101908,2101907,2101908,0.012132168627998,0
1408,20201101907,20201101910,2101907,2101910,0.003162212192656,0
1409,20201101907,20201101912,2101907,2101912,0.012455277464438,0
1410,20201101907,20201101920,2101907,2101920,0.013060537948532,0
1411,20201101907,20201101921,2101907,2101921,0.007282370512507,0
1412,20201101908,20201101909,2101908,2101909,0.008515136086332,0
1413,20201101908,20201101910,2101908,2101910,0.007945339178306,0
1414,20201101908,20201101914,2101908,2101914,0.001576957037027,0
1415,20201101909,20201101910,2101909,2101910,0.004759018813570,0
1416,20201101909,20201101911,2101909,2101911,0.013539721126350,0
1417,20201101909,20201101914,2101909,2101914,0.011939926574784,0
1418,20201101909,20201101918,2101909,2101918,0.001040800175339,0
1419,20201101910,20201101911,2101910,2101911,0.009229158692587,0
1420,20201101910,20201101920,2101910,2101920,0.009299805194430,0
1421,20201101911,20201101918,2101911,2101918,0.004192295347736,0
1422,20201101912,20201101920,2101912,2101920,0.001246904551096,0
1423,20201101912,20201101921,2101912,2101921,0.006971036381393,0
1424,20201101912,20201102502,2101912,2102502,0.023467240707483,0
1425,20201101912,20201102503,2101912,2102503,0.018689634242480,0
1426,20201101912,20201102515,2101912,2102515,0.000979281741457,0
1427,20201101913,20201101914,2101913,2101914,0.010410885703502,0
1428,20201101913,20201101915,2101913,2101915,0.004518062281361,0
1429,20201101913,20201101918,2101913,2101918,0.003934497988775,0
1430,20201101913,20201101919,2101913,2101919,0.013377003474628,0
1431,20201101913,20201101922,2101913,2101922,0.002773760298649,0
1432,20201101913,20201101923,2101913,2101923,0.006188689550309,0
1433,20201101913,20201102306,2101913,2102306,0.021952966505618,0
1434,20201101913,20201102308,2101913,2102308,0.010566502910040,0
1435,20201101914,20201101918,2101914,2101918,0.011248922561487,0
1436,20201101914,20201101923,2101914,2101923,0.000000000000000,1
1437,20201101915,20201101916,2101915,2101916,0.006770119564147,0
1438,20201101915,20201101922,2101915,2101922,0.004975283800681,0
1439,20201101915,20201102305,2101915,2102305,0.000361207297597,0
1440,20201101915,20201102308,2101915,2102308,0.015111433644137,0
1441,20201101916,20201101917,2101916,2101917,0.000000000000000,1
1442,20201101916,20201101922,2101916,2101922,0.008639278966316,0
1443,20201101917,20201101922,2101917,2101922,0.005010753506789,0
1444,20201101917,20201101924,2101917,2101924,0.005462880628833,0
1445,20201101918,20201101919,2101918,2101919,0.027930455901578,0
1446,20201101918,20203103207,2101918,2103207,0.011278722417660,0
1447,20201101919,20201102306,2101919,2102306,0.013822011680729,0
1448,20201101919,20203103206,2101919,2103206,0.012533643792037,0
1449,20201101919,20203103207,2101919,2103207,0.023668361447915,0
1450,20201101922,20201101923,2101922,2101923,0.008793432789631,0
1451,20201101922,20201101924,2101922,2101924,0.000000000000000,1
1452,20201102001,20201102004,2102001,2102004,0.006436958166601,0
1453,20201102001,20201102006,2102001,2102006,0.004289653133774,0
1454,20201102001,20201102019,2102001,2102019,0.002580132298264,0
1455,20201102001,20201102020,2102001,2102020,0.000000000000000,1
1456,20201102001,20201102021,2102001,2102021,0.005056407184607,0
1457,20201102002,20201102008,2102002,2102008,0.002806099228250,0
1458,20201102002,20201102010,2102002,2102010,0.005408809623942,0
1459,20201102002,20201102025,2102002,2102025,0.004282757640463,0
1460,20201102002,20201102032,2102002,2102032,0.002965255191910,0
1461,20201102003,20201102005,2102003,2102005,0.004120963212141,0
1462,20201102003,20201102006,2102003,2102006,0.005562884113576,0
1463,20201102003,20201102017,2102003,2102017,0.007123205281503,0
1464,20201102003,20201102018,2102003,2102018,0.000000000000000,1
1465,20201102003,20201102022,2102003,2102022,0.004486326091525,0
1466,20201102003,20201102023,2102003,2102023,0.000000000000000,1
1467,20201102003,20201102024,2102003,2102024,0.004176374421123,0
1468,20201102004,20201102006,2102004,2102006,0.004827106557927,0
1469,20201102004,20201102018,2102004,2102018,0.001859619569477,0
1470,20201102004,20201102019,2102004,2102019,0.004686632225974,0
1471,20201102004,20201102022,2102004,2102022,0.004614879863969,0
1472,20201102005,20201102006,2102005,2102006,0.004795393360250,0
1473,20201102005,20201102007,2102005,2102007,0.009976130522951,0
1474,20201102005,20201102024,2102005,2102024,0.005775996929074,0
1475,20201102005,20201102036,2102005,2102036,0.000000000000000,1
1476,20201102006,20201102007,2102006,2102007,0.000000000000000,1
1477,20201102006,20201102021,2102006,2102021,0.005260863174180,0
1478,20201102006,20201102022,2102006,2102022,0.002657742963318,0
1479,20201102006,20201102036,2102006,2102036,0.012243562873101,0
1480,20201102006,20201102037,2102006,2102037,0.005047102486225,0
1481,20201102007,20201102024,2102007,2102024,0.000325493655123,0
1482,20201102007,20201102036,2102007,2102036,0.002067957928621,0
1483,20201102007,20201102511,2102007,2102511,0.008518697822690,0
1484,20201102008,20201102009,2102008,2102009,0.004182463019599,0
1485,20201102008,20201102010,2102008,2102010,0.001249642850634,0
1486,20201102008,20201102025,2102008,2102025,0.002266114797136,0
1487,20201102008,20201102401,2102008,2102401,0.005297066117812,0
1488,20201102009,20201102010,2102009,2102010,0.006978269188576,0
1489,20201102009,20201102011,2102009,2102011,0.001643141790689,0
1490,20201102009,20201102401,2102009,2102401,0.001851424251655,0
1491,20201102009,20201102417,2102009,2102417,0.006267018616419,0
1492,20201102010,20201102011,2102010,2102011,0.005723899793631,0
1493,20201102010,20201102012,2102010,2102012,0.000000000000000,1
1494,20201102010,20201102032,2102010,2102032,0.003935897884581,0
1495,20201102011,20201102012,2102011,2102012,0.005452812121164,0
1496,20201102011,20201102013,2102011,2102013,0.000000000000000,1
1497,20201102011,20201102014,2102011,2102014,0.003340968015008,0
1498,20201102011,20201102032,2102011,2102032,0.000000000000000,1
1499,20201102011,20201102417,2102011,2102417,0.009378285866376,0
1500,20201102012,20201102013,2102012,2102013,0.003046870445138,0
1501,20201102012,20201102014,2102012,2102014,0.000000000000000,1
1502,20201102012,20201102019,2102012,2102019,0.000000000000000,1
1503,20201102012,20201102032,2102012,2102032,0.002960344174516,0
1504,20201102012,20201102038,2102012,2102038,0.004272284931575,0
1505,20201102013,20201102014,2102013,2102014,0.004748443918650,0
1506,20201102013,20201102019,2102013,2102019,0.003911265224015,0
1507,20201102013,20201102020,2102013,2102020,0.003108020320827,0
1508,20201102013,20201102038,2102013,2102038,0.000000000000000,1
1509,20201102013,20201102417,2102013,2102417,0.000000000000000,1
1510,20201102014,20201102020,2102014,2102020,0.000000000000000,1
1511,20201102014,20201102417,2102014,2102417,0.010908068613105,0
1512,20201102015,20201102016,2102015,2102016,0.004190707038392,0
1513,20201102015,20201102017,2102015,2102017,0.006249896674301,0
1514,20201102015,20201102029,2102015,2102029,0.001394762284588,0
1515,20201102015,20201102031,2102015,2102031,0.004027204440973,0
1516,20201102015,20201102033,2102015,2102033,0.002123609676354,0
1517,20201102016,20201102017,2102016,2102017,0.001385319674076,0
1518,20201102016,20201102018,2102016,2102018,0.006701394322745,0
1519,20201102016,20201102031,2102016,2102031,0.005425411933767,0
1520,20201102016,20201102038,2102016,2102038,0.001341197822743,0
1521,20201102017,20201102018,2102017,2102018,0.002123325262141,0
1522,20201102017,20201102022,2102017,2102022,0.000000000000000,1
1523,20201102017,20201102023,2102017,2102023,0.001338896509972,0
1524,20201102017,20201102024,2102017,2102024,0.000000000000000,1
1525,20201102017,20201102033,2102017,2102033,0.000954646196037,0
1526,20201102018,20201102019,2102018,2102019,0.007638957056787,0
1527,20201102018,20201102022,2102018,2102022,0.003025709494149,0
1528,20201102018,20201102038,2102018,2102038,0.002835412797209,0
1529,20201102019,20201102020,2102019,2102020,0.003710427558995,0
1530,20201102019,20201102021,2102019,2102021,0.000000000000000,1
1531,20201102019,20201102038,2102019,2102038,0.006071444090890,0
1532,20201102020,20201102021,2102020,2102021,0.004052170004255,0
1533,20201102020,20201102417,2102020,2102417,0.004499902782703,0
1534,20201102021,20201102037,2102021,2102037,0.005538089954762,0
1535,20201102021,20201102417,2102021,2102417,0.002217882582463,0
1536,20201102021,20201102422,2102021,2102422,0.007138928166070,0
1537,20201102021,20203103212,2102021,2103212,0.000000000000000,1
1538,20201102023,20201102024,2102023,2102024,0.006379435260502,0
1539,20201102023,20201102033,2102023,2102033,0.006814487543913,0
1540,20201102025,20201102032,2102025,2102032,0.002843226982203,0
1541,20201102025,20201102034,2102025,2102034,0.007248754828588,0
1542,20201102025,20201102035,2102025,2102035,0.005513616560308,0
1543,20201102025,20201102038,2102025,2102038,0.001174077393300,0
1544,20201102025,20201102401,2102025,2102401,0.009222210329182,0
1545,20201102026,20201102027,2102026,2102027,0.003290623840626,0
1546,20201102026,20201102028,2102026,2102028,0.005716826614800,0
1547,20201102026,20201102035,2102026,2102035,0.004938807282265,0
1548,20201102026,20201102038,2102026,2102038,0.000000000000000,1
1549,20201102026,20201102104,2102026,2102104,0.002600421628766,0
1550,20201102026,20201102108,2102026,2102108,0.001484417121950,0
1551,20201102026,20201102121,2102026,2102121,0.007347306930007,0
1552,20201102027,20201102028,2102027,2102028,0.004506237605433,0
1553,20201102027,20201102031,2102027,2102031,0.004111819214272,0
1554,20201102027,20201102035,2102027,2102035,0.000000000000000,1
1555,20201102027,20201102038,2102027,2102038,0.001848720440226,0
1556,20201102028,20201102029,2102028,2102029,0.006602387220596,0
1557,20201102028,20201102030,2102028,2102030,0.000933628278419,0
1558,20201102028,20201102031,2102028,2102031,0.002979549534252,0
1559,20201102028,20201102104,2102028,2102104,0.000156944941071,0
1560,20201102029,20201102030,2102029,2102030,0.006911448498179,0
1561,20201102029,20201102031,2102029,2102031,0.005534446605237,0
1562,20201102029,20201102033,2102029,2102033,0.003888048993840,0
1563,20201102030,20201102033,2102030,2102033,0.003471609840882,0
1564,20201102030,20201102102,2102030,2102102,0.003109359266023,0
1565,20201102030,20201102104,2102030,2102104,0.004979824888294,0
1566,20201102030,20201102118,2102030,2102118,0.000000000000000,1
1567,20201102031,20201102038,2102031,2102038,0.005942362379095,0
1568,20201102032,20201102038,2102032,2102038,0.007112951913430,0
1569,20201102034,20201102035,2102034,2102035,0.007670681950129,0
1570,20201102034,20201102108,2102034,2102108,0.001218280887958,0
1571,20201102034,20201102123,2102034,2102123,0.000000000000000,1
1572,20201102034,20201102401,2102034,2102401,0.016584923929199,0
1573,20201102035,20201102038,2102035,2102038,0.002701956809157,0
1574,20201102035,20201102108,2102035,2102108,0.004806365988146,0
1575,20201102036,20201102037,2102036,2102037,0.007898854523756,0
1576,20201102036,20201102039,2102036,2102039,0.019531917182957,0
1577,20201102036,20201102505,2102036,2102505,0.005430922761497,0
1578,20201102036,20201102511,2102036,2102511,0.017121694843941,0
1579,20201102036,20201102520,2102036,2102520,0.013531784788758,0
1580,20201102037,20201102039,2102037,2102039,0.007352552601939,0
1581,20201102037,20201102422,2102037,2102422,0.000000000000000,1
1582,20201102037,20203103212,2102037,2103212,0.010347313867722,0
1583,20201102039,20201102507,2102039,2102507,0.019255636411418,0
1584,20201102039,20201102520,2102039,2102520,0.009386308379149,0
1585,20201102039,20203103212,2102039,2103212,0.040766815665335,0
1586,20201102101,20201102113,2102101,2102113,0.006971490937162,0
1587,20201102101,20201102115,2102101,2102115,0.007973478150156,0
1588,20201102101,20201102125,2102101,2102125,0.007237806694804,0
1589,20201102101,20201102234,2102101,2102234,0.011392154074425,0
1590,20201102102,20201102103,2102102,2102103,0.002953281818606,0
1591,20201102102,20201102104,2102102,2102104,0.004706283894017,0
1592,20201102102,20201102105,2102102,2102105,0.003183055857114,0
1593,20201102102,20201102115,2102102,2102115,0.000000000000000,1
1594,20201102102,20201102117,2102102,2102117,0.002831356040914,0
1595,20201102102,20201102118,2102102,2102118,0.004775151978883,0
1596,20201102103,20201102104,2102103,2102104,0.005313803933383,0
1597,20201102103,20201102105,2102103,2102105,0.002662724414275,0
1598,20201102103,20201102119,2102103,2102119,0.002666299375641,0
1599,20201102103,20201102121,2102103,2102121,0.002957243196513,0
1600,20201102104,20201102121,2102104,2102121,0.003020778230065,0
1601,20201102105,20201102106,2102105,2102106,0.004508361675863,0
1602,20201102105,20201102115,2102105,2102115,0.003250519229727,0
1603,20201102105,20201102117,2102105,2102117,0.000000000000000,1
1604,20201102105,20201102119,2102105,2102119,0.004713405173461,0
1605,20201102106,20201102107,2102106,2102107,0.001704615173846,0
1606,20201102106,20201102109,2102106,2102109,0.004533052736781,0
1607,20201102106,20201102110,2102106,2102110,0.001220690479806,0
1608,20201102106,20201102115,2102106,2102115,0.005783408918466,0
1609,20201102106,20201102119,2102106,2102119,0.003694806511131,0
1610,20201102106,20201102125,2102106,2102125,0.001221142108835,0
1611,20201102107,20201102108,2102107,2102108,0.004196517058424,0
1612,20201102107,20201102109,2102107,2102109,0.003826006230795,0
1613,20201102107,20201102119,2102107,2102119,0.005024887115233,0
1614,20201102107,20201102122,2102107,2102122,0.003819818270427,0
1615,20201102107,20201102123,2102107,2102123,0.003302271788230,0
1616,20201102108,20201102119,2102108,2102119,0.009595274493404,0
1617,20201102108,20201102121,2102108,2102121,0.005847091548172,0
1618,20201102108,20201102123,2102108,2102123,0.006515125659734,0
1619,20201102108,20201102401,2102108,2102401,0.000000000000000,1
1620,20201102109,20201102110,2102109,2102110,0.009118511883339,0
1621,20201102109,20201102122,2102109,2102122,0.004082066985964,0
1622,20201102110,20201102111,2102110,2102111,0.000125701202850,0
1623,20201102110,20201102112,2102110,2102112,0.009607714476350,0
1624,20201102110,20201102122,2102110,2102122,0.003566689020178,0
1625,20201102110,20201102123,2102110,2102123,0.000394005481527,0
1626,20201102110,20201102125,2102110,2102125,0.006193498448367,0
1627,20201102110,20201102127,2102110,2102127,0.007532813782049,0
1628,20201102111,20201102112,2102111,2102112,0.007109050324056,0
1629,20201102111,20201102114,2102111,2102114,0.003311537495488,0
1630,20201102111,20201102124,2102111,2102124,0.005843667932778,0
1631,20201102111,20201102127,2102111,2102127,0.017511759558940,0
1632,20201102112,20201102113,2102112,2102113,0.004882155051016,0
1633,20201102112,20201102114,2102112,2102114,0.004362275268316,0
1634,20201102112,20201102125,2102112,2102125,0.003139656930549,0
1635,20201102113,20201102114,2102113,2102114,0.007580434128494,0
1636,20201102113,20201102124,2102113,2102124,0.005122078005319,0
1637,20201102113,20201102125,2102113,2102125,0.002620547344127,0
1638,20201102113,20201102234,2102113,2102234,0.009753147030403,0
1639,20201102114,20201102124,2102114,2102124,0.014701135512372,0
1640,20201102115,20201102116,2102115,2102116,0.006946138067775,0
1641,20201102115,20201102117,2102115,2102117,0.006092347126237,0
1642,20201102115,20201102125,2102115,2102125,0.007199741207128,0
1643,20201102115,20201102234,2102115,2102234,0.004269368811128,0
1644,20201102115,20201102240,2102115,2102240,0.005767643235798,0
1645,20201102116,20201102117,2102116,2102117,0.000544460578284,0
1646,20201102116,20201102120,2102116,2102120,0.003414515628173,0
1647,20201102116,20201102126,2102116,2102126,0.007354805290878,0
1648,20201102116,20201102240,2102116,2102240,0.007570638301525,0
1649,20201102117,20201102118,2102117,2102118,0.003963156226008,0
1650,20201102117,20201102126,2102117,2102126,0.004083392436425,0
1651,20201102118,20201102120,2102118,2102120,0.003385659760961,0
1652,20201102118,20201102126,2102118,2102126,0.004096516419025,0
1653,20201102119,20201102121,2102119,2102121,0.001898118291634,0
1654,20201102120,20201102126,2102120,2102126,0.004870150287185,0
1655,20201102122,20201102123,2102122,2102123,0.010498001154935,0
1656,20201102123,20201102127,2102123,2102127,0.009746031235214,0
1657,20201102123,20201102401,2102123,2102401,0.013617056668679,0
1658,20201102124,20201102127,2102124,2102127,0.002976290649079,0
1659,20201102124,20201102234,2102124,2102234,0.009785266692774,0
1660,20201102124,20201102235,2102124,2102235,0.011976275008126,0
1661,20201102124,20202102614,2102124,2102614,0.016529111996553,0
1662,20201102124,20202102616,2102124,2102616,0.008572242700518,0
1663,20201102127,20201102401,2102127,2102401,0.014005106648896,0
1664,20201102127,20202102616,2102127,2102616,0.014784631916500,0
1665,20201102201,20201102206,2102201,2102206,0.000224943217053,0
1666,20201102201,20201102212,2102201,2102212,0.003361609528392,0
1667,20201102201,20201102229,2102201,2102229,0.004035378669880,0
1668,20201102201,20201102244,2102201,2102244,0.005038571409320,0
1669,20201102201,20201102245,2102201,2102245,0.010432025618970,0
1670,20201102202,20201102204,2102202,2102204,0.008511184564001,0
1671,20201102202,20201102216,2102202,2102216,0.010189328617398,0
1672,20201102202,20201102217,2102202,2102217,0.000419052335609,0
1673,20201102202,20201102238,2102202,2102238,0.009400652195634,0
1674,20201102202,20201102239,2102202,2102239,0.005287244131995,0
1675,20201102202,20201102243,2102202,2102243,0.002377349605064,0
1676,20201102203,20201102217,2102203,2102217,0.006033863743582,0
1677,20201102203,20201102223,2102203,2102223,0.000000000000000,1
1678,20201102203,20201102230,2102203,2102230,0.004610189906761,0
1679,20201102203,20201102236,2102203,2102236,0.006053830512671,0
1680,20201102203,20201102243,2102203,2102243,0.003029327300106,0
1681,20201102204,20201102216,2102204,2102216,0.019771451405450,0
1682,20201102204,20201102235,2102204,2102235,0.009802647167569,0
1683,20201102204,20201102238,2102204,2102238,0.014668293532179,0
1684,20201102204,20202102604,2102204,2102604,0.024425070835629,0
1685,20201102204,20202102605,2102204,2102605,0.030750079868740,0
1686,20201102204,20202102610,2102204,2102610,0.041275705765073,0
1687,20201102204,20202102614,2102204,2102614,0.016526736386004,0
1688,20201102205,20201102209,2102205,2102209,0.000000000000000,1
1689,20201102205,20201102210,2102205,2102210,0.006638588464907,0
1690,20201102205,20201102233,2102205,2102233,0.005328428502718,0
1691,20201102205,20201102307,2102205,2102307,0.012523840284120,0
1692,20201102206,20201102208,2102206,2102208,0.003557519991109,0
1693,20201102206,20201102209,2102206,2102209,0.000000000000000,1
1694,20201102206,20201102213,2102206,2102213,0.000000000000000,1
1695,20201102206,20201102218,2102206,2102218,0.005435368577639,0
1696,20201102206,20201102244,2102206,2102244,0.003851877916360,0
1697,20201102206,20201102245,2102206,2102245,0.005930091961821,0
1698,20201102208,20201102209,2102208,2102209,0.006404651255831,0
1699,20201102208,20201102218,2102208,2102218,0.007406737712432,0
1700,20201102208,20201102221,2102208,2102221,0.000000000000000,1
1701,20201102208,20201102232,2102208,2102232,0.003865571398905,0
1702,20201102208,20201102233,2102208,2102233,0.000000000000000,1
1703,20201102208,20201102245,2102208,2102245,0.000000000000000,1
1704,20201102209,20201102210,2102209,2102210,0.005640043952154,0
1705,20201102209,20201102232,2102209,2102232,0.000000000000000,1
1706,20201102209,20201102233,2102209,2102233,0.006176723149902,0
1707,20201102209,20201102245,2102209,2102245,0.002442526255246,0
1708,20201102210,20201102233,2102210,2102233,0.000000000000000,1
1709,20201102210,20201102245,2102210,2102245,0.006999802920753,0
1710,20201102210,20201102307,2102210,2102307,0.002258731727297,0
1711,20201102211,20201102213,2102211,2102213,0.006406094997978,0
1712,20201102211,20201102214,2102211,2102214,0.005609763669863,0
1713,20201102211,20201102215,2102211,2102215,0.006409050111886,0
1714,20201102211,20201102218,2102211,2102218,0.000000000000000,1
1715,20201102211,20201102234,2102211,2102234,0.005774259074201,0
1716,20201102211,20201102235,2102211,2102235,0.001072873730730,0
