SA1_7DIG16,0,1
2100101,-37.55164235823965,143.80268029468263
2100102,-37.552211125089585,143.7976836203887
2100105,-37.564364005758655,143.81431638562603
2100106,-37.55615508017597,143.80248170096348
2100107,-37.55657514061308,143.81556470198456
2100108,-37.56128810810408,143.8095047224079
2100109,-37.55311905842417,143.8084609011104
2100110,-37.54529599389814,143.79028224510273
2100111,-37.548154786845416,143.78954813330992
2100112,-37.55053459924736,143.7938542435814
2100113,-37.550757276563054,143.78846222639464
2100114,-37.549371434587314,143.79806173414173
2100115,-37.5173957904611,143.70935248916157
2100117,-37.54568156815447,143.80438624164978
2100118,-37.55874092329397,143.7952045137026
2100119,-37.532379547605494,143.78307781987598
2100120,-37.55389488138713,143.78809468418777
2100121,-37.55986758516072,143.8027403755446
2100122,-37.540454750236684,143.73522937587416
2100123,-37.56293834746421,143.79430936849417
2100124,-37.55609473056528,143.7964035358196
2100201,-37.54432271325379,143.81215964592093
2100202,-37.55033119193061,143.8170310741727
2100203,-37.54492834184793,143.81731641502284
2100204,-37.541677423637736,143.8180324359151
2100205,-37.56817714284375,143.8346264276002
2100206,-37.56056530849627,143.8308678626268
2100207,-37.56188325272959,143.83662133820607
2100208,-37.557130740209764,143.83005684852148
2100209,-37.549747981284995,143.8319222072611
2100210,-37.564269621849306,143.82366316651584
2100211,-37.56477916540522,143.83405253199828
2100212,-37.55908977445527,143.8434606520051
2100213,-37.5635025866327,143.84264720762846
2100214,-37.56765635924216,143.8418936721749
2100215,-37.56918960360139,143.848732386416
2100216,-37.570552144574314,143.85307396623253
2100217,-37.55883876110382,143.85166286787205
2100218,-37.56442904219656,143.8505324399367
2100219,-37.56351416125904,143.8586507489047
2100220,-37.555171961804525,143.8521791068852
2100221,-37.55323913129927,143.85397818759864
2100222,-37.556270408881744,143.84464692569114
2100223,-37.552039434723326,143.84684264608006
2100224,-37.546798078194875,143.8475533028291
2100225,-37.54148661105683,143.8277833638351
2100226,-37.56221912168303,143.85095870189946
2100227,-37.55370368017836,143.84991372468025
2100228,-37.54225788641737,143.83529452855302
2100229,-37.543298345381245,143.84416235394878
2100230,-37.56972265801423,143.84149884183492
2100231,-37.56650386289029,143.85015449969885
2100232,-37.56557995080909,143.8422583926791
2100233,-37.56129111014685,143.84305470358484
2100234,-37.56351030992825,143.86575237579723
2100301,-37.53607557603761,143.89889862514073
2100302,-37.5638903773683,143.8823098297279
2100303,-37.55827049899096,143.86529812018944
2100304,-37.55695994943081,143.8723627724445
2100305,-37.55561835809429,143.8796301942867
2100306,-37.56080854097577,143.88129286672358
2100307,-37.55970693348689,143.8747420362935
2100308,-37.564973528442884,143.87284929141524
2100309,-37.567543120083776,143.8992513825487
2100310,-37.555556832640036,143.8887182666642
2100311,-37.50751931111989,143.91356496294736
2100312,-37.576768066403865,143.92213908108198
2100313,-37.52705757402279,143.86531571351856
2100314,-37.532099670726794,143.85525480456923
2100315,-37.5255506650025,143.85710427454725
2100316,-37.539306728874,143.8543638129617
2100317,-37.539341774161464,143.8713100913575
2100318,-37.54652662074703,143.86300508960247
2100319,-37.55257076797294,143.87361004715584
2100320,-37.54727280913328,143.86734687478864
2100321,-37.54610216584135,143.85844932806938
2100322,-37.55282315202562,143.86596659046623
2100323,-37.54528067018774,143.8534926012389
2100324,-37.547746172785324,143.87202765023812
2100325,-37.54721967131498,143.87786304330453
2100326,-37.54707489868293,143.88825099230723
2100327,-37.53488798180837,143.8712408344376
2100328,-37.54273837155651,143.87034002466407
2100329,-37.54001178681024,143.87765316743818
2100330,-37.55594383394581,143.85975010078303
2100331,-37.55077486091214,143.85687593332085
2100332,-37.55140722367155,143.8619296171237
2100333,-37.55759031783362,143.90256502284075
2100334,-37.538422722021714,143.86342263580227
2100335,-37.541907508389045,143.86278474609313
2100336,-37.53286410355254,143.86430725667856
2100337,-37.5039287579172,143.86803569126178
2100338,-37.57003277362087,143.87607215214985
2100339,-37.562602490824446,143.8730601547668
2100340,-37.57113841051764,143.8836700554092
2100341,-37.568853553952366,143.88470364290464
2100342,-37.55008621480879,143.91508974874662
2100343,-37.55253927721779,143.88959762412873
2100344,-37.559971571706775,143.88808576852256
2100345,-37.52300197944977,143.85388055842796
2100346,-37.5524556734731,143.9058855793099
2100347,-37.52088228240171,143.88641454702366
2100348,-37.566944353701906,143.883220522853
2100349,-37.56712921037333,143.87533566150017
2100350,-37.55311374587733,143.8982020009673
2100351,-37.56606045537333,143.89034951617066
2100401,-37.61030875268394,143.84219980320484
2100402,-37.60113611007667,143.84529754418676
2100404,-37.577003769902525,143.86744345289506
2100405,-37.58532180711819,143.85470833162103
2100406,-37.586603285700406,143.86416471909365
2100407,-37.570769287013825,143.85838539450822
2100408,-37.57343221087712,143.86197837059814
2100409,-37.56923375095218,143.86811375417122
2100410,-37.567394209396504,143.86220872756428
2100411,-37.57627409079408,143.85170273415173
2100412,-37.579750090259296,143.85557792678338
2100413,-37.60369474155476,143.88642452950106
2100414,-37.57622081009201,143.89000381985673
2100415,-37.580443829400245,143.87435676407532
2100416,-37.57683359915123,143.88033037127673
2100417,-37.60857995488984,143.8669454958994
2100418,-37.57756694182895,143.8318052866516
2100419,-37.61056093842599,143.8748324515627
2100420,-37.60083591017198,143.86525206320596
2100421,-37.59567605074676,143.86608472456112
2100422,-37.59596037343312,143.8725733556982
2100423,-37.60216259882326,143.87156231403011
2100424,-37.57228308306117,143.83276628948698
2100425,-37.57823859741673,143.83763937984588
2100426,-37.57303623172682,143.84451295220123
2100427,-37.572697974399915,143.839468332743
