SA2_MAINCODE_2016,Tot_P_M,Tot_P_F,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Category
116011308,0.10311177077556673,-0.10564105372593281,0.32779348942708214,0.4007741552878899,0.4024324541953249,0.2034077617486797,0.3211320775345966,0.22991410010291866,0.12940301847064734,-0.018737991226463316,0.06294796694628027,-0.0013833521797721818,-0.19308233752087675,-0.1172017035265905,0.09130417628011744,-0.050466433861331546,0.047808775985698194,0.3496388603347618,0.2338842403704272,0.3810734866779568,-0.10410069402037878,-0.2588052439831531,-0.21959735118963503,-0.0695116910788469,0.10376837231327626,0.022962676115450973,-0.048456825041022535,0.26912297436105453,0.012130439635150137,-0.24930565991404252,-0.41632693969710144,-0.3636300042540891,-0.7281723884430015,-0.7437366708091072,-0.7422542743281205,0.24474890323891182,-0.023650687197580345,0.22016051768869166,-0.1396100485733166,-0.2888991769800188,-0.1853828197451354,-0.18160589797335003,-0.00432959574200591,-0.08379070515278296,0.006008473026120026,0.0035075817088621145,0.7020187397557798,0.7255846997238392,-0.6389360657746985,-0.2974954181840023,-0.16957189822570082,0.010214714875551024,-0.06989490988508015,-0.5830531617911008,-0.6217286220852364,-0.6383667536205618,0.5386920460361574,0.651886719876115,0.6669038759908483,-0.5675509180773634,-0.573070113265448,-0.6129941992073172,0.5125072609035066,0.6169892330375083,0.6102397528337977,-0.20700426611804001,-0.18515791460059491,-0.2966300030682401,0.1730907767518822,-0.02685317548885342,0.03878394821530487,0.22169488087285608,0.302057020303289,0.20986637512945291,0.026460422903100373,0.10309957291463943,0.06140182772046166,0.06393037640583198,-0.24854981543000015,-0.10196911126470375,0.016301952790965545,-0.11023778128676497,-0.05123875366804405,-0.07901576530553207,-0.19722885763106165,-0.15401349114753515,-0.004209209593130706,-0.023267127900029626,-0.013688176821728914,0.1376540095615143,0.053525052570792445,0.09832107589786036,0.41178506841437673,0.03819025067489442,0.17762520000344487,0.4214346069471746,0.45475841194373756,0.4469571327920283,-0.06099530169306205,-0.034125243560942396,-0.07245870344826795,0.4997020043137395,0.15300628251421416,0.3960110050612942,-0.14602013534786015,-0.2856785304339243,-0.18321406833654155,-0.3971131437630991,-0.06692192732579774,-0.40424215763502946,-0.2772936981763614,-0.31464602177017326,-0.05592589637817802,-0.17670909241455832,0.4973729282054014,7
116021309,-0.050464840322462526,0.06023946319775988,0.09662916964464122,0.48226289563002844,0.2696172318200773,0.9558258286256737,1.3549357473825878,1.1778103179106216,1.3186412204099731,0.7020563893177504,1.21936253538023,0.22014323647780842,-0.03926210922018716,0.10247585013382343,-0.4740902035671849,-0.3354315812910989,-0.477827168670174,0.4328239581156056,1.002385000950986,0.8393764569772553,0.09093685213928335,0.6216447947162039,0.2190483426660084,-0.32567137028865506,-0.49287338118251545,-0.515189407887961,-0.2732953833234378,-0.9707370623391091,-0.49053719214767255,-1.222775574097225,-1.2431606352431537,-1.2903372993541415,-1.3685834790314044,-1.20578616242133,-1.2743276260743865,0.154800555450334,0.22757781311311576,0.3243404673751138,-0.1785833551118189,-0.4917038828606632,-0.25625799046684944,-0.563585588326226,-0.6688834082441434,-0.6175302473015893,-0.8084957928278191,-0.7754565983135312,-0.9629557983808924,-0.6530810495441906,0.5728907663476716,-0.05376362151310141,-0.590405837626467,-0.6631428988942578,-0.6246278453970198,-0.5855652993535196,-0.5435234804181752,-0.5964094790450546,0.6152030059074985,0.8979773121951516,0.8391999557019099,-0.5678655169514629,-0.5164886963150171,-0.5825868657601111,0.5586773352666107,0.7683586656973934,0.7108719855615414,0.22704882992468195,0.3007305942974792,0.34774258528189594,0.13579357246367757,0.47977166489357964,0.2816128456148566,1.0419577827641653,1.476265405594293,1.2784475471135877,1.8668683496004796,1.8466644966816994,1.971461800102525,0.866483743322069,0.37558858489446034,0.6235205419521357,-0.06556403841054326,-0.18954882520323488,-0.11349186520010467,0.5722159299519319,0.5220951714695754,0.5858119297608867,-0.05415464649116478,-0.22728376695874147,-0.10667394502211949,-0.5375224531088899,-0.44778309857364534,-0.5428478431643898,-0.5154391383574458,-0.7971582973733615,-0.6513592930246612,-0.7320484126785375,-0.6132669286385304,-0.7073533124353123,-0.14074363103730844,-0.17472813614831864,-0.18486810239086565,0.590814609171823,0.5175553244410694,0.6828111376655386,-0.20055398588158294,-0.49853418095247276,-0.2726810617003279,-0.8050038885051553,0.38607313179191,0.15450373843335044,1.007913268213468,0.6222377843319379,-0.05592589637817802,1.3885204637160593,1.5416438272540098,5
116021310,0.18739515794269718,-0.19487829180561306,1.3812080283235895,2.022735696952977,1.8761509134413197,1.2574896361172239,1.4610450918142182,1.4104403412305537,0.03610858942423681,-0.021190016517193846,0.007572511311535155,-0.33500954102249914,-0.6256267557644034,-0.5588589285197627,0.029762989074925503,0.0340597558454179,0.05253443094745101,1.434007226182233,1.9349607911579803,2.1075763743700615,-0.06883980531728275,-0.5018408323130398,-0.2570364211281345,-1.0367936669172952,-1.0939502780961687,-1.327464002063231,-0.40877368297865907,-1.3086630875224121,-0.6974471061709144,-1.4802285243079991,-1.4020064964564318,-1.4800571132210363,-1.3581557856107402,-1.3065681727093965,-1.3548537329750885,0.3762699834511721,-0.0492237488040809,0.30627065251139285,-0.16695228606633605,-0.4782133447669112,-0.2429942778008665,0.04553752645188789,-0.5852342179965688,-0.2693113975447623,-0.4503926899234911,-0.4329789691449601,-0.24529100688149083,1.367383820282639,0.10952466002871124,0.214728221112692,0.06676551839584252,-0.582566978454955,-0.2636606851551452,-0.23284550266504883,-0.4702716015297536,-0.37607047147434475,0.40986234828856466,0.5421771295498918,0.5311997434201889,-0.4777472386800525,-0.36652868593156485,-0.4532860520353211,0.30972275230936436,0.41067943674908003,0.386861373295252,-0.02971100521500642,-0.00853416982210422,-0.046192118724013354,2.0306369168951948,1.7254182066772452,1.9350015212774705,1.2545758230311461,1.4809340495232772,1.4060534279131758,0.3320631848619985,0.25815977627434583,0.3205593061435706,-0.35573277782349777,-0.3743808820504778,-0.3755214725642953,-0.3031959837702667,-0.2574796000481834,-0.29433577062349814,0.16054512957896613,0.2334505421119867,0.20414067149956433,-0.25562162847429354,-0.4314865195552477,-0.3629635397931411,-0.6841326442452444,-0.6834596661961794,-0.740569209243101,-0.9147751344807673,-0.9067750830736597,-0.9016632469245649,-0.8048392377878427,-0.8463801182229845,-0.8764361390483131,-0.16584801045046033,-0.33346475758792016,-0.26905459853057906,0.13954762924804998,0.1701788073328642,0.21676850859287602,-0.05982219267599706,-0.3731221425587753,-0.130575024365953,-1.0089492608761834,0.7266709206022166,0.9156300378020884,1.234714497576379,0.7592005802473321,-0.05592589637817802,1.4148901553957567,1.1935535275711402,6
116021312,0.13489538138045895,-0.1349222362937911,0.9978607116740649,1.448707857508145,1.3386389804989949,0.43375533526272264,0.557994723860988,0.48077534119419496,0.31935116146085274,-0.031575174571365626,0.1548952982805356,-0.22619918689848628,-0.13627743601283993,-0.2391399005921561,0.21069393556320418,0.3313808096399019,0.3504501434909139,0.6442721833237082,0.3933951894774854,0.6928134654646787,-0.13323397258823128,-0.3507093198195958,-0.2654704777078458,-0.5196137608302517,-0.6162336298111487,-0.7101393069427282,-0.17087860564188148,-0.5687800186529265,-0.29788436555744086,-0.7940069117082762,-0.8831982380769596,-0.8677526019178277,-0.9634530490302449,-0.9177756659907775,-0.9420198040406637,0.2383551215571299,-0.043009349890167456,0.20308701354062944,-0.11640872951962293,-0.3367479659444414,-0.1734325860909583,0.7387765763614002,0.5845844031218601,0.6544467849299117,-0.13322658911226368,0.516152405146222,1.2023055493689816,1.886891255547791,1.0546943694410242,1.986877587022044,0.7560554227448406,0.6237265803054941,0.6963964584745701,0.2913773078244244,0.09437369969869554,0.204416475033494,-0.24653135051852745,-0.22759662867189476,-0.2697119770917491,0.16310837655049498,0.06685996881665189,0.11572091470988831,-0.1294270855914984,-0.14161006356712114,-0.1458494370316733,0.17487540894789427,-0.041585603197230224,0.0727357399712721,0.7697994535071624,0.9624649639505816,0.9017299806337281,0.370340011827623,0.4915202868449494,0.4015983734265616,0.10027391562386309,-0.25783595407027693,-0.08846940845850158,-0.4258921050318586,-0.5282812144238506,-0.4855013217548114,-0.3883219162134465,-0.5548247339553325,-0.495862857696151,-0.627353139882215,-0.6111644735312131,-0.6746307329626858,0.021880899331514166,-0.10900126506759661,-0.010183412505460435,0.5587748842049743,0.38073040216826903,0.49901824950376006,0.791588763561987,0.2838712115528062,0.46840445225455685,0.46716878767772063,0.1669492926236851,0.3330612536087921,-0.10346662180178665,-0.2087603522211737,-0.18011668987570958,0.3649340615103826,0.03848156290022433,0.24999510290717264,-0.1132336735370256,-0.19375188242804442,-0.13660560608525843,-1.0089492608761834,0.7266709206022166,0.08851012866149456,-0.12609287860108734,0.10789877413902153,-0.05592589637817802,0.3544518399907776,0.4973729282054014,3
116031313,-0.20715219263406437,0.22768370867391918,1.0906431244961692,1.3144138073335414,1.356314859208376,1.1351657001574176,1.1426512548951162,1.1925212460560677,1.124547116319451,0.5516200602288154,0.9940961815416302,0.16366050874552054,0.5158602406772959,0.3556433683279093,-0.2910696320884595,-0.12376045023810937,-0.24301972239933695,-0.7597409371513366,-0.363080493769144,-0.7856676997179065,-0.18290829866756467,-0.09039219600226818,-0.2376732319902094,-0.41628782913746276,-0.15087343505574802,-0.3539619035750063,-0.06548803024170957,0.19229552131837696,-0.016566227732482872,-0.49043078120286554,-0.7536951630025504,-0.6691940393574513,-1.1077796655174075,-1.1002796165493283,-1.122527401912368,-0.1491717113829448,0.22853632014538042,0.08345450561425402,-0.08434149508119795,-0.012139767405814461,-0.0937350078433364,4.089169878214761,4.340432822031922,4.239956417265082,1.5154060161711906,1.4470440600490002,2.212449563120418,2.028865916482436,3.0701282700911663,2.9607908339809867,4.064957776989573,4.283476160210881,4.199690989185886,-0.04299463959291073,0.09127099982023848,0.03473356860225265,-0.27128600115802837,-0.20282054911323236,-0.27259905262111633,-0.0802028188695611,0.08227666193789131,3.887004868851368e-05,-0.13789569776426958,-0.12014214278054937,-0.14103631829578758,-0.35391540180842396,-0.07062415906165899,-0.3129632850079867,0.2323170734087305,0.24292693698155718,0.19385145714514332,0.7704412710356118,0.7982562276541157,0.7941110814697335,0.1578717441404393,0.00044394251804037423,0.07768730692935326,-0.8643991007553006,-0.6944420610866157,-0.7910412529987496,-0.6521885455641813,-0.5265734651801983,-0.6186335218704515,-1.4324090865961456,-1.3781659270353228,-1.5228139544870234,0.19511963151722161,1.5456215721532767,0.6005409345227002,0.38722651291599725,0.53281665554996,0.4818866354811696,1.469606027032019,1.7834363617177873,1.533785370729682,1.0115204146939256,1.1187124721565764,1.1213047436144417,-0.014409145731260701,0.07747701612499606,0.0008561639116337434,-0.002539288628858644,0.18894558213161702,0.1520894385874261,-0.10450235886648877,-0.07821007303716732,-0.10395808025987627,-1.4168400056182395,-1.0989332274210266,-1.226962492790833,-1.2978992303094612,-1.215103552362871,0.43542305037286744,-1.2654006489049276,0.6714180780468363,6
