Origin,Destination,Time (min)
1101115,1101129,12.19666667
1101116,1100708,61.11166667
1101116,1101107,43.43333333
1101116,1101108,16.91
1101116,1101109,82.36166667
1101116,1101117,36.12833333
1101117,1101105,13.79
1101117,1101106,14.98666667
1101117,1101107,23.02833333
1101117,1101109,57.54833333
1101117,1101111,43.915
1101117,1101116,42.95
1101117,1101128,28.07833333
1101118,1100701,63.84
1101118,1100709,60.21833333
1101118,1101102,44.473333329999996
1101118,1101112,43.32166667
1101118,1101135,56.615
1101119,1101014,7.278333333
1101119,1101105,4.641666667
1101119,1101128,12.55666667
1101120,1101115,16.25166667
1101122,1101128,24.90166667
1101123,1101115,7.751666667
1101123,1101129,4.931666667
1101125,1101103,17.594999999999995
1101125,1101126,2.825
1101126,1101101,3.5266666669999998
1101126,1101103,17.50333333
1101126,1101125,2.3683333330000003
1101126,1101137,11.34
1101127,1101104,11.28166667
1101127,1101130,28.82166667
1101127,1101133,11.22833333
1101127,1101136,13.75
1101127,1101140,53.78833333
1101128,1101105,14.351666670000002
1101128,1101117,28.30166667
1101128,1101119,12.476666670000002
1101128,1101122,24.89333333
1101129,1101110,37.78833333
1101129,1101111,20.92166667
1101129,1101115,12.65666667
1101129,1101123,4.905
1101130,1101127,31.76166667
1101130,1101131,19.54166667
1101130,1101133,26.505
1101130,1101139,24.63
1101130,1101140,75.66333332999999
1101131,1101130,19.63
1101131,1101132,7.891666667000001
1101131,1101133,12.93833333
1101131,1101139,5.0883333330000005
1101132,1101131,7.7416666670000005
1101132,1101133,9.398333333
1101132,1101134,10.25666667
1101132,1101137,12.52833333
1101132,1101139,2.685
1101133,1101127,10.34666667
1101133,1101130,23.90333333
1101133,1101131,10.15166667
1101133,1101132,9.616666667
1101133,1101134,16.655
1101133,1101136,13.08
1101134,1101102,21.185
1101134,1101132,6.946666667000001
1101134,1101133,13.18
1101134,1101135,16.03
1101134,1101136,11.945
1101134,1101137,12.5
1101135,1101102,30.18833333
1101135,1101118,49.69833333
1101135,1101134,19.23166667
1101135,1101136,8.766666667
1101136,1101127,13.53666667
1101136,1101133,12.915
1101136,1101134,15.18666667
1101136,1101135,8.696666667
1101137,1101101,13.01333333
1101137,1101102,22.69833333
1101137,1101103,25.39166667
1101137,1101126,10.359999999999998
1101137,1101132,12.18166667
1101137,1101134,15.54666667
1101137,1101139,14.86666667
1101137,1101140,55.45
1101139,1101130,24.844999999999995
1101139,1101131,5.056666667
1101139,1101132,2.8033333330000003
1101139,1101137,15.33166667
1101139,1101140,56.76833333
1101140,1101127,65.70833333
1101140,1101130,83.87000000000002
1101140,1101137,66.77666667
1101140,1101139,67.67833333
1101201,1101216,2.366666667
1101201,1101218,3.981666667
1101201,1101223,3.541666667
1101201,1101231,2.73
1101202,1101204,4.615
1101202,1101206,0.921666667
1101202,1101231,2.25
1101202,1101232,1.965
1101203,1101212,3.136666667
1101203,1101218,3.231666667
1101203,1101222,3.211666667
1101203,1101224,3.483333333
1101204,1101202,4.708333333
1101204,1101206,5.63
1101204,1101227,2.581666667
1101204,1101232,3.996666667
1101205,1101210,2.218333333
1101205,1101211,2.62
1101205,1101213,2.355
1101205,1101215,0.995
1101206,1101202,0.8816666670000001
1101206,1101204,5.496666667
1101207,1101217,0.435
1101207,1101228,3.82
1101208,1100904,7.988333333
1101208,1101217,7.475
1101208,1101219,6.233333332999999
1101208,1101229,5.94
1101208,1101230,4.473333333
1101209,1100807,3.88
1101209,1101213,4.085
1101209,1101217,6.123333333
1101209,1101220,3.845
1101209,1101221,4.603333333
1101209,1101228,4.97
1101210,1101205,2.1583333330000003
1101210,1101213,1.871666667
1101210,1101215,1.905
1101210,1101223,4.333333333
1101211,1101205,2.455
1101211,1101212,1.368333333
1101211,1101215,1.78
1101212,1101203,3.123333333
1101212,1101211,1.415
1101212,1101215,2.165
1101213,1101205,2.115
1101213,1101209,4.505
1101213,1101210,1.793333333
1101213,1101217,6.498333333
1101214,1101216,3.695
1101214,1101218,4.465
1101214,1101224,3.621666667
1101214,1101227,3.9649999999999994
1101214,1101232,5.086666667
1101215,1101205,0.908333333
1101215,1101210,1.7683333330000002
1101215,1101211,2.025
1101215,1101212,2.395
1101215,1101222,3.393333333
1101215,1101223,3.7850000000000006
1101216,1101201,2.365
1101216,1101214,3.798333333
1101216,1101218,3.1600000000000006
1101216,1101231,2.181666667
1101216,1101232,2.846666667
1101217,1101207,0.435
1101217,1101208,7.496666667
1101217,1101209,6.266666667000001
1101217,1101213,6.466666667
1101217,1101221,4.345
1101217,1101228,3.385
1101217,1101229,6.7583333329999995
1101217,1101230,5.429999999999999
1101218,1101201,3.836666667
1101218,1101203,3.2850000000000006
1101218,1101214,4.44
1101218,1101216,3.14
1101218,1101222,2.143333333
1101218,1101223,2.983333333
1101218,1101224,2.24
1101219,1100807,2.616666667
1101219,1100904,5.041666667
1101219,1100905,2.765
1101219,1100916,1.658333333
1101219,1101208,5.665
1101219,1101220,4.785
1101219,1101229,5.515
1101220,1100807,2.98
1101220,1101209,4.071666667
1101220,1101219,4.1216666669999995
1101220,1101221,3.708333333
1101220,1101229,5.445000000000001
1101221,1101209,4.673333333
1101221,1101217,4.481666667
1101221,1101220,3.443333333
1101221,1101228,2.483333333
1101221,1101229,2.5066666669999997
1101222,1101203,3.61
1101222,1101215,3.778333333
1101222,1101218,2.58
1101222,1101223,1.635
1101223,1101201,4.423333333
1101223,1101210,5.46
1101223,1101215,5.22
1101223,1101218,4.021666667
1101223,1101222,2.595
1101224,1101203,3.713333333
1101224,1101214,3.675
1101224,1101218,2.311666667
1101224,1101227,1.515
1101227,1101204,2.653333333
1101227,1101214,3.998333333
1101227,1101224,1.588333333
1101227,1101232,2.27
1101228,1101207,4.038333333
1101228,1101209,5.343333333
1101228,1101217,3.603333333
1101228,1101221,2.701666667
1101229,1101208,6.41
1101229,1101217,6.11
1101229,1101219,6.0316666670000005
1101229,1101220,5.071666667
1101229,1101221,2.846666667
1101229,1101230,3.656666667
1101230,1101208,4.17
1101230,1101217,5.896666667000001
1101230,1101229,3.7149999999999994
1101231,1101201,2.525
1101231,1101202,2.563333333
1101231,1101216,2.081666667
1101231,1101232,2.355
1101232,1101202,2.201666667
1101232,1101204,4.0366666669999995
1101232,1101214,5.515
1101232,1101216,3.1116666669999997
1101232,1101227,2.141666667
1101232,1101231,2.508333333
1101301,1101306,60.11166667
1101302,1101303,4.51
1101302,1101304,7.311666667000001
1101302,1101305,62.26333333
1101302,1101308,33.95
1101303,1101302,4.438333333
1101303,1101304,2.8016666669999997
1101303,1101308,35.215
1101304,1101302,7.278333333
1101304,1101303,2.8399999999999994
1101304,1101305,54.95166667
1101305,1101302,62.225
1101305,1101304,54.94666667
1101305,1101306,194.36333330000005
1101305,1101307,84.23333333
1101305,1101308,93.00166667
1101305,1101505,82.95833333
1101305,1101610,120.99666670000002
1101306,1101301,60.06166667
1101306,1101305,194.2966667
1101306,1101308,156.5683333
1101306,1101608,312.915
1101306,1101610,295.8583333
1101306,1101612,317.255
1101307,1101305,84.36166667
1101307,1101308,101.045
1101307,1102032,110.87166670000002
1101307,1102201,339.85
1101308,1101302,34.02
1101308,1101303,35.24666667
1101308,1101305,93.0
1101308,1101306,156.52
1101308,1101307,101.0316667
1101308,1102032,140.665
1101502,1101512,88.97166667
1101502,1101603,82.96666667
1101502,1126205,215.3583333
1101503,1101505,1.093333333
1101505,1101305,77.975
1101505,1101503,1.126666667
1101512,1101502,89.06166667
1101512,1126205,260.66
1101601,1101612,82.84333333
1101602,1101603,19.24
1101602,1101619,3.503333333
1101603,1101502,83.12999999999998
1101603,1101602,19.925
1101603,1101604,36.405
1101603,1101606,32.85666667
1101603,1101612,81.31166667
1101603,1101619,19.693333330000005
1101604,1101603,40.135
1101604,1101605,29.18833333
1101604,1101606,33.48666667
1101604,1101612,62.20833333
1101604,1101618,20.01166667
1101605,1101604,28.73333333
1101605,1101608,41.675
1101605,1101609,9.315
1101605,1101610,74.70333333
1101605,1101612,46.015
1101605,1101614,6.976666667000001
1101605,1101617,9.775
1101605,1101618,23.485
1101605,1101620,8.176666667000001
1101606,1101603,32.32333333
1101606,1101604,29.14
1101606,1101607,35.75666667
1101606,1101609,37.34666667
1101606,1101610,85.26666667
1101606,1101618,31.85
1101606,1101619,16.21666667
1101607,1101606,39.145
1101607,1101610,59.65666667
1101608,1101306,301.6666667
1101608,1101605,44.95333333
1101608,1101610,98.8
1101608,1101612,43.20666667
1101609,1101605,9.023333333
1101609,1101606,41.36666667
1101609,1101610,66.11833333
1101609,1101613,8.968333333
1101609,1101614,2.2433333330000003
1101609,1101615,4.67
1101609,1101616,5.11
1101609,1101617,6.1333333329999995
1101610,1101305,118.06166670000002
1101610,1101306,297.9
1101610,1101605,77.94833333
1101610,1101606,88.645
1101610,1101607,59.735
1101610,1101608,98.67833333
1101610,1101609,69.57166667
1101610,1101613,71.16666667
1101611,1101612,68.925
1101612,1101306,301.96666669999996
1101612,1101601,81.56833333
1101612,1101603,84.24500000000002
1101612,1101604,61.32166667
1101612,1101605,45.25333333
1101612,1101608,39.23333333
1101612,1101611,68.63833333
1101613,1101609,7.041666667
1101613,1101610,65.69166667
1101614,1101605,6.78
1101614,1101609,2.338333333
1101614,1101615,2.728333333
1101614,1101616,2.866666667
1101614,1101620,2.291666667
1101615,1101609,5.2466666669999995
1101615,1101614,3.316666667
1101615,1101616,6.183333332999999
1101616,1101609,6.378333333
1101616,1101614,4.04
1101616,1101615,6.768333332999999
1101616,1101617,3.048333333
1101616,1101620,3.095
1101617,1101605,10.24333333
1101617,1101609,6.563333332999999
1101617,1101616,2.718333333
1101617,1101620,3.28
1101618,1101604,18.66
1101618,1101605,22.69666667
1101618,1101606,34.93500000000001
1101619,1101602,3.603333333
1101619,1101603,19.215
1101619,1101606,16.17666667
1101620,1101605,9.113333332999998
1101620,1101614,3.095
1101620,1101616,3.18
1101620,1101617,4.4633333330000005
1101701,1101703,5.011666667
1101701,1101720,8.408333333
1101701,1101722,9.995
1101701,1101819,3.575
1101701,1101823,4.4116666669999995
1101702,1101703,1.723333333
1101702,1101718,3.825
1101702,1101722,5.261666667
1101703,1101701,4.688333333
1101703,1101702,2.281666667
1101703,1101718,4.893333333
1101703,1101722,6.33
1101703,1101823,5.21
1101704,1101705,2.186666667
1101704,1101706,2.27
1101704,1101718,3.886666667
1101705,1101704,2.19
1101705,1101706,2.4866666669999997
1101706,1101704,2.09
1101706,1101705,2.3233333330000003
1101706,1101707,12.585
1101707,1101706,12.43833333
1101707,1101711,19.635
1101707,1101720,24.085
1101707,1101721,22.61333333
1101707,1101722,21.59666667
1101707,1102401,23.59666667
1101707,1102402,86.68166667
1101707,1102404,25.26333333
1101707,1102411,22.25333333
1101708,1101709,3.181666667
1101708,1101710,5.415
1101708,1101719,3.213333333
1101709,1101708,2.758333333
1101709,1101710,5.16
1101709,1101711,7.601666667000001
1101709,1101712,8.878333332999999
1101709,1102401,8.341666667
1101710,1101708,4.781666667
1101710,1101709,4.876666667
1101710,1101712,11.72
