src_SA1_7DIG16,nbr_SA1_7DIG16,LENGTH,Inverse Times,Inverse Distance
2110501,2110531,0.0039366133618840005,0.5145797598627789,0.4809571408563692
2110501,2110532,0.001038815364412,0.33955857385398985,0.2667171913495717
2110501,2110533,0.003976952927102,0.31201248049922,0.5384818286485662
2110501,2110614,0.001419940746367,0.2790697674418605,0.24383633150996226
2110502,2110503,0.002576653981093,0.2547770700636943,0.3069963823925355
2110502,2110505,0.001150189391496,0.3787878787878788,0.2650728156759624
2110502,2110506,0.0037490465085309992,0.2799813345776948,0.3781926763423656
2110502,2110534,0.003056687967674001,0.3544004725339633,0.3245274012689645
2110502,2110547,0.001849331948122,0.37783375314861456,0.3277503689179179
2110503,2110504,0.000119209447486,0.2835538752362949,0.2895334563048476
2110503,2110505,0.002358027336173,0.25531914893617025,0.3849233336414691
2110503,2110533,0.001016741532548,0.547945205479452,0.30145253403029604
2110503,2110534,0.001455321588656,0.5328596802841918,0.3058831435383139
2110503,2110549,0.0025677239469510003,0.4059539918809201,0.4224740488108238
2110504,2110505,0.002056706224298,0.4750593824228029,0.3552913895576509
2110504,2110508,0.002976499609096,0.3826530612244897,0.4854216895725636
2110504,2110549,0.002883364223357,0.4103967168262654,0.39258504546937306
2110504,2110612,0.001225940441715,0.4347826086956522,0.21375765188640114
2110504,2110619,0.0008061496154489999,0.42796005706134105,0.21074612467453585
2110505,2110506,0.0021315378611479995,0.2532714225411566,0.311803073810338
2110505,2110507,0.002176582734889,0.3516998827667058,0.3357467419919754
2110505,2110508,0.001142403466859,0.38759689922480617,0.3214376464604857
2110506,2110507,0.003964704557506,0.22213994816734545,0.43789363477382814
2110507,2110508,0.0016256280135479998,0.39787798408488056,0.22140826739047595
2110507,2110509,0.005210626184804,0.32608695652173914,0.5149091845140263
2110507,2110510,0.001080142288715,0.2846299810246679,0.22346605975871972
2110508,2110510,0.00394869475811,0.3676470588235294,0.5099502994566122
2110508,2110610,0.0016021124248920002,0.30880082346886256,0.3274296097218897
2110509,2110510,0.001833770790787,0.4484304932735426,0.22159269275458046
2110509,2110537,0.002972500545933,0.29339853300733504,0.3679577198036307
2110509,2110546,0.001833732648941,0.3456221198156682,0.18023024307060714
2110509,2110550,0.002240088814746,0.5940594059405941,0.3616130378537855
2110510,2110535,0.00300988187252,0.3015075376884422,0.3728522473691424
2110510,2110550,0.002001105127373,0.7058823529411764,0.34429736615601303
2110510,2110609,0.001839220597124,0.2268431001890359,0.17810990525613907
2110512,2110515,0.001726954553758,0.29154518950437314,0.3511515768903075
2110512,2110516,0.00389312687027,0.7228915662650602,0.516931247369141
2110512,2110707,0.001739958318515,0.4158004158004158,0.2919797549081221
2110514,2110515,0.003563802007682001,0.5176876617773942,0.477940285045456
2110514,2110519,0.0031616341041140004,0.4528301886792454,0.34259721370058904
2110515,2110516,0.001771405618829,0.6335797254487856,0.3564288071101539
2110515,2110518,0.001880063497003,0.7672634271099742,0.3124654776052748
2110515,2110519,0.000377046863006,0.4347826086956522,0.21641140444166956
2110516,2110518,0.003919100592236,0.93167701863354,0.5548849875159816
2110516,2110707,0.0017624002849549996,0.4562737642585551,0.292598562277302
2110517,2110518,0.002799487511907,0.31088082901554404,0.3737040953841221
2110517,2110520,0.002998793773476,0.24311183144246354,0.3702757698875429
2110517,2110527,0.000987924983902,0.273972602739726,0.2672136152232941
2110517,2110712,0.005480094710852999,0.5217391304347826,0.6400954847847615
2110518,2110519,0.001239490065652,0.4246284501061571,0.17271365187639215
2110518,2110527,0.0032405539767409995,0.9478672985781992,0.391992165605349
2110518,2110707,0.000243059354553,0.4750593824228029,0.20919665685056552
2110518,2110712,0.0012124102428680002,0.4267425320056899,0.24201347984279434
2110519,2110527,0.002519376517521,0.5819592628516004,0.2664295566746805
2110519,2110529,0.004632104419378,0.5012531328320802,0.3141650756098414
2110519,2110547,0.0012074366106169998,0.3121748178980229,0.2474354347804321
2110520,2110527,0.00289529531614,0.3337041156840934,0.3790413035618997
2110520,2110528,0.003260851495721,0.3502626970227671,0.4318414972966714
2110520,2110712,0.000363691754677,0.3546099290780142,0.26909383865984865
2110520,2110824,0.002900294025515,0.3450258769407706,0.2482802100797509
2110521,2110522,0.003446404201013,1.0,0.2236980122529851
2110521,2110523,0.003910645792573,0.681044267877412,0.28038279102953223
2110521,2110602,0.002072342303683,0.38216560509554137,0.1829950005403109
2110522,2110523,0.006395513577016,0.5725190839694657,0.33127870584586777
2110522,2110538,0.0019636125282260003,0.8230452674897119,0.21482663968775306
2110523,2110524,0.003842723908697,0.21574973031283706,0.2646947156494565
2110523,2110525,0.002630806846285,0.17492711370262387,0.2350046500343477
2110523,2110526,0.003760575275752,0.21111893033075302,0.3810332106610569
2110523,2110541,0.001883613366145,0.15372790161414296,0.14595148800121868
2110523,2110604,0.0022580194724970003,0.1852995676343422,0.14909781472660694
2110524,2110526,0.0023195373496550003,0.5106382978723405,0.2977199966093984
2110524,2110535,0.003095310692794,0.2912621359223301,0.3546046313321301
2110524,2110536,0.000687657217543,0.47732696897374705,0.27933454342353325
2110524,2110604,5.3201403775e-05,0.3878474466709761,0.2144245949954004
2110524,2110605,0.00232688578297,0.21794406102433705,0.3342114033935562
2110525,2110526,0.002307726646075,0.4576659038901602,0.35373273537960004
2110525,2110537,0.0025912915110170003,0.3535651149086624,0.35735919053957105
2110526,2110536,0.003448008758876,0.3418803418803419,0.4669086032278902
2110526,2110537,0.000385272088208,0.3667481662591687,0.2585426104111511
2110527,2110528,0.002343649612124,0.3629764065335753,0.3828839474622602
2110527,2110529,0.001479640673649,0.39708802117802783,0.2075876230668404
2110528,2110529,0.0032591625731950005,0.2784222737819025,0.29683968625665497
2110528,2110824,0.000786110989495,0.33003300330033003,0.21836840103542726
2110528,2110825,0.001553922998416,0.27137042062415195,0.232130657741722
2110529,2110547,0.001144400893621,0.1784121320249777,0.25436922255604866
2110529,2110548,0.0031131907157649994,0.2949852507374631,0.3218954361631257
2110529,2110825,0.002690343733911,0.4389173372348208,0.20273828433127766
2110529,2110832,0.0023998602245900004,0.4626060138781805,0.1707016366712132
2110530,2110531,0.0021007771567100003,0.5185825410544513,0.2047971429444258
2110530,2110532,0.004448825721978,0.4720692368214005,0.5782183526741914
2110530,2110548,0.002076544469822,0.4307250538406317,0.3507305431732751
2110530,2110803,0.004440191136118,0.2868068833652008,0.33903594064686793
2110531,2110614,0.0005496664455859999,0.28557829604950025,0.2267345279909725
2110531,2110617,0.004259103300836,0.4288777698355969,0.221371711447175
2110531,2110806,0.00448763782276,0.5617977528089888,0.3632566666217609
2110531,2110807,0.0021305824881820003,0.2997002997002997,0.2344158081284005
2110532,2110534,0.004448156523663,0.2994011976047904,0.533616813874693
2110532,2110548,0.001041340700538,0.4054054054054054,0.3297013695700517
2110533,2110534,0.00235233781265,0.4777070063694268,0.2700435002855117
2110533,2110549,0.002845396203876,0.5602240896358543,0.3616790648422875
2110533,2110614,0.0023751475004070003,0.3590664272890485,0.27241235910923955
2110534,2110547,0.00234823755975,0.5115089514066496,0.3564298844337032
2110535,2110536,0.0014768001536010005,0.2268431001890359,0.30536338846760824
2110535,2110550,0.0014031689154629995,0.29455081001472755,0.304275198665903
2110535,2110607,0.002757398016064,0.2782931354359926,0.3299785338145011
2110536,2110537,0.0014711157532610005,0.3440366972477064,0.3111082123545629
2110536,2110550,0.004126329828795,0.5071851225697379,0.6550773295513254
2110537,2110546,0.002743643387335,0.2313922097956035,0.22484814080457327
2110537,2110550,0.001276241733523,0.3147953830010493,0.30671867039682177
2110538,2110539,0.000969384161504,0.8415147265077141,0.19179867596705666
2110538,2110540,0.001977737674438,0.3963011889035668,0.25518207468154125
2110538,2110541,0.004166255608642,1.0,0.4355941077963109
2110539,2110540,0.0031956305326300005,0.30880082346886256,0.4026660548646383
2110539,2110542,0.003365086747431,0.5876591576885406,0.3764366459708964
2110539,2110720,0.0012110432959739998,0.6993006993006994,0.21986740882240224
2110540,2110541,0.003722253162893,0.4777070063694268,0.2892607991817517
2110540,2110542,0.002903974013668,0.34227039361095263,0.317619899996857
2110542,2110543,0.003351715572316,0.37664783427495296,0.3214541320500415
2110542,2110720,0.001003748149527,0.4914004914004914,0.2983636903325054
2110542,2110721,0.001904817172764,0.3683241252302025,0.3253594043423521
2110543,2110545,0.003327718083126,0.39708802117802783,0.24183334695505174
2110543,2110724,0.002728646530889,0.9693053311793214,0.35211064152193444
2110545,2110546,0.005578557518827,0.6430868167202572,0.17648535142681415
2110545,2110701,0.001629761485346,0.5982053838484547,0.18826286372810425
2110545,2110702,0.001028995673785,0.6276150627615062,0.17638136240845573
2110545,2110724,0.001328883071635,0.4576659038901602,0.2026979942241208
2110545,2110726,0.001904074544338,0.5797101449275363,0.1858613807560425
2110547,2110548,0.001880855098018,0.473186119873817,0.33099662305106503
2110548,2110802,0.001891154144229,0.2964426877470356,0.2455239557919508
2110549,2110613,0.001864626625783,0.26536930561698363,0.25313780382810297
2110549,2110614,5.1817170833e-05,0.29747149231531983,0.2383816594477965
2110549,2110618,0.0006937615058330001,0.2691790040376851,0.21309612686413354
2110601,2110608,0.004296199020393,0.20242914979757085,0.18858258439273265
2110601,2110611,0.001625568747256,0.43321299638989175,0.2282939926773337
2110601,2110612,0.001126056072809,0.322234156820623,0.18030263505298466
2110601,2110615,0.004349222280709001,0.3210272873194221,0.1962392944926928
2110601,2110619,0.000797351256342,0.3502626970227671,0.18432139920786167
2110601,2111137,0.001922417699463,0.5217391304347826,0.22466594054808808
2110601,2111148,0.003614952298362,0.5836575875486382,0.205964193646346
2110602,2110603,0.003074997045468,0.33955857385398985,0.2358067074332747
2110602,2110604,0.004540859896885,0.37220843672456577,0.35862137952984113
2110602,2114305,0.002167465973599,0.2694207453973957,0.1782543505024155
2110603,2110604,0.0027829187009209993,0.6651884700665188,0.27762259122612154
2110603,2110606,0.002331540339649,0.5385996409335726,0.40672970247893614
2110603,2110616,0.002527875189062,0.4252303330970943,0.2404795372757533
2110603,2114301,0.001837264754664,0.4267425320056899,0.2906547918350403
2110603,2114306,0.002796243486294,0.5893909626719058,0.378889287385579
2110604,2110605,0.002995817302331,0.2881844380403458,0.3715156346562676
2110604,2110606,0.002138853554857,0.4846526655896608,0.3477191167060164
2110605,2110606,0.002328350193998,0.5123825789923142,0.4392147753760625
2110605,2110607,0.002934516578066,0.3468208092485549,0.3465956757701659
2110606,2110607,0.0006743120681869999,0.3302146395156852,0.2900144731619774
2110606,2110616,0.001603764395716,0.5115089514066496,0.3204146186284552
2110607,2110609,0.004310336334725,0.18867924528301888,0.3283659956961593
2110607,2110616,0.003530292494145,0.4026845637583893,0.2946651220895227
2110608,2110609,0.001840831375596,0.2260738507912585,0.15674253750048012
2110608,2110616,0.00276962758898,0.2706359945872801,0.22198887368350967
2110608,2111136,0.0009613264018510002,0.17361111111111105,0.17376479511056586
2110608,2111137,0.00500990839951,0.1404494382022472,0.2645436024716777
2110608,2114301,0.004381012132815,0.5639097744360902,0.3007723307946422
2110608,2114302,0.003541628182632,0.3878474466709761,0.2111874360080116
2110609,2110610,0.002927216264332,0.4531722054380665,0.3528601940360806
2110609,2110611,0.00477369375889,0.7792207792207791,0.4333623773298056
2110609,2110616,0.00341841764142,0.3642987249544625,0.3257878897256329
2110610,2110611,0.001605599713584,0.4702194357366772,0.29461163065624674
2110610,2110619,0.0029041716451,0.5277044854881267,0.4012442174631768
2110611,2110619,0.004774834722982,0.4514672686230248,0.5389110518682511
2110612,2110618,0.007667762172164002,1.0,0.7961672487452758
2110612,2110619,0.007676641661031,0.7509386733416771,0.9136287929444876
2110613,2110614,0.004825607437168,0.3663003663003663,0.4463866783754004
2110613,2110615,0.002574462158777,0.4618937644341801,0.2380933240205879
2110613,2110618,0.006825050876446999,0.3391746749576032,0.6310905109541229
2110614,2110615,0.001832708747046,0.5004170141784821,0.2043400649372132
2110614,2110617,0.005874630475466,0.4059539918809201,0.3108161279531844
2110615,2110617,0.004286398760705,0.19342359767891684,0.21329288436192625
2110615,2110618,0.001860399307757,0.3997335109926716,0.2402534430393699
2110617,2110807,0.0032157637005240003,0.21466905187835425,0.2467942531309278
2110701,2110702,0.005639381216597,0.6054490413723512,0.5165162548979754
2110701,2110704,0.001866287062145,0.4062288422477997,0.22047832156482267
2110701,2110726,0.005708284360052,0.4922067268252666,0.4962713558392894
2110702,2110704,0.0008311329379610003,0.4735595895816889,0.2111759164204937
2110702,2110705,0.00555650741575,0.4800000000000001,0.4909541440334409
2110702,2110706,0.0008270771672360001,0.4054054054054054,0.18761724922337256
2110703,2110704,0.004886646807127,0.5390835579514824,0.3993162672574085
2110703,2110725,0.004234638599112,0.27027027027027023,0.30395601554082274
2110703,2110730,0.002828816786255,0.5545286506469502,0.4028649466078373
2110703,2111629,0.0035113239670020004,0.32137118371719336,0.1632007749809307
2110704,2110706,0.005640027870896,0.5639097744360902,0.3650538323745466
2110704,2110730,0.0021412836865870003,0.6389776357827476,0.3308390851483419
2110704,2111629,0.0010946474013900005,0.3123373243102551,0.13566819222188006
2110705,2110706,0.001938190016889,0.3560830860534125,0.20007546876436794
2110705,2110707,0.003549625084657001,0.5190311418685122,0.32115331672159003
2110705,2110708,0.001975555097589,0.7884362680683313,0.29352622789990235
2110706,2110709,0.002393581582914,0.556070435588508,0.2680269452962201
2110706,2110710,0.001810928886717,0.6557377049180328,0.350354908818548
2110706,2110711,0.0016700348842049995,0.6557377049180328,0.23911495319133586
2110706,2111617,0.002727496846977,0.32310177705977383,0.21610817086158715
2110707,2110708,0.003499651639584,0.4067796610169492,0.4110166252745214
2110707,2110712,0.001168128672622,0.322061191626409,0.16808368421514713
2110707,2110714,0.002104550983731,0.4622496147919876,0.26811902960381506
2110708,2110709,0.00349172308383,0.4975124378109453,0.5227914947649066
2110708,2110714,0.001976924668308,0.7326007326007326,0.2823183664342636
2110709,2110710,0.002326940374575,1.0,0.4928645006271891
2110709,2110711,0.001163596644399,0.7509386733416771,0.3119339592694581
2110709,2110717,0.002357886008084,0.3710575139146568,0.260364319083828
2110710,2110711,0.004391154808556,1.0,0.6254221300374115
2110711,2110715,0.002957888952472,0.3184713375796178,0.28113765893407633
2110711,2110717,0.001333633774219,0.4796163069544365,0.2530291035100805
2110711,2110719,0.002753926295928,0.6872852233676977,0.23754950418528745
2110711,2111617,0.0010352665309179998,0.2414486921529175,0.2201944383815118
2110712,2110713,0.002592022319769,0.3409090909090909,0.34011187933806764
2110712,2110714,0.002890490999228,0.3232758620689655,0.2695965471135132
2110712,2110811,0.001084190424091,0.2881844380403458,0.2265043997974877
2110712,2110824,0.0005313837758,0.4095563139931741,0.1709397825178154
2110712,2110856,0.0023459611031100003,0.6349206349206349,0.29699142956876745
2110713,2110714,0.004122068165929999,0.3680981595092024,0.3306672712618825
2110713,2110728,0.002638667660488,0.5424954792043399,0.30887626507718835
2110713,2110810,0.002855279660359,0.4354136429608128,0.2761954569094011
2110713,2110811,0.0013535179348349998,0.23183925811437406,0.25250373114311103
2110714,2110717,0.00172957843579,0.3355704697986577,0.256277963205572
2110714,2110728,0.001124571646285,0.5988023952095808,0.2403873863878725
2110715,2110727,0.004706203408493001,0.6295907660020986,0.2558811806764584
2110715,2111436,0.002878485960491,0.38412291933418696,0.2313482662790989
2110715,2111604,0.002039792742306,0.2425222312045271,0.2440528071030277
2110715,2111617,0.0033440145199170003,0.16277807921866522,0.2729374108639894
2110716,2110727,0.0012546204282070002,0.3016591251885369,0.1787223890722699
2110716,2110910,0.000623763683954,0.33802816901408456,0.20144346103853256
2110716,2110913,0.004152363732627001,0.5208333333333334,0.32311432685137664
2110716,2110914,0.003514800091117,0.3544004725339633,0.3256451859641796
2110716,2111435,0.006052690426677,0.2159827213822894,0.32046358117074314
2110716,2111437,0.003440856769068,0.2313922097956035,0.2306621608730833
2110716,2111456,0.0015768556760939998,0.3539823008849557,0.235848003865444
2110717,2110719,0.004648964426643,0.4524886877828054,0.3560336705794434
2110717,2110728,0.006730013597285999,0.7299270072992701,0.4109395865423858
2110718,2110719,0.005784621085095001,0.8053691275167785,0.3516882627230097
2110718,2110727,0.004455365104309,0.3478260869565217,0.3345625579140812
2110718,2110909,0.002109648080893,0.4267425320056899,0.35598464311872835
2110718,2110910,0.002203053061797,0.7604562737642585,0.2716500508368829
2110719,2110727,0.001971051036058,0.4106776180698152,0.2858625959138189
2110719,2110728,0.00090801367444,0.3541912632821724,0.2738071633433864
2110719,2110909,0.0011495893891139998,0.2789400278940028,0.2080639847924894
2110720,2110721,0.003496105198066,0.5008347245409016,0.4590255293713036
2110720,2110722,0.000965576400363,0.4120879120879121,0.15204494077742492
2110720,2110723,0.001007090215271,0.6458557588805168,0.3112257448540753
2110721,2110723,0.001903370165571,0.5185825410544513,0.36550690578406175
2110721,2110724,0.0025911484323789995,0.5509641873278237,0.3726992146032622
2110721,2110729,0.0008693517549780001,0.390625,0.2907205816123025
2110722,2110723,0.002563892931484,0.28169014084507044,0.219889698224058
2110722,2110731,0.006419084035164,0.2467105263157895,0.3926503012170104
2110723,2110729,0.002571375053973,0.2706359945872801,0.3335393614507419
2110723,2110731,0.002908737299303,0.4651162790697674,0.2809309662244905
2110724,2110726,0.00252542033241,0.4228329809725158,0.2987000053108364
2110724,2110729,0.003018639197331,1.0,0.3838618481050379
2110725,2110726,0.000351710869889,0.25359256128486896,0.17896512449746954
2110725,2110729,0.002742410532789,0.4758128469468676,0.21542149708859287
2110725,2110730,0.001524404062841,0.4325883201153569,0.317802330164669
2110725,2110731,0.004932859990886,0.4421518054532057,0.3070248823281399
2110725,2111610,0.004038479180431,0.29542097488921715,0.1856446343444242
2110725,2111627,0.0022190754041040003,0.2679767753461367,0.1808528461304316
2110725,2111629,0.000976535709933,0.3432494279176201,0.1261399349220058
2110726,2110729,0.002129927011478,0.5870841487279843,0.3690385094825551
2110726,2110730,0.002164647433873,0.5565862708719852,0.30136550223644715
2110727,2110910,0.001357106291694,0.21104467112205416,0.1873562498568871
2110727,2111435,0.005567474467492,0.5323868677905946,0.2844591457500354
2110728,2110906,0.0032618650147190004,0.456968773800457,0.2525555443888759
2110728,2110909,0.000546495751832,0.31315240083507306,0.1965048074639997
2110731,2111610,0.003038267713404,0.3660768761439902,0.17432001753240878
2110801,2110842,0.003717838680413,0.340522133938706,0.17237515361993036
2110801,2110851,0.003656232148109001,0.4511278195488722,0.4215850160063915
2110801,2110852,0.004089307310261,0.3556609365737997,0.5154780319912697
2110801,2123612,0.00250314798446,0.3246753246753247,0.2100553255096328
2110802,2110803,0.003246673363988,0.8620689655172414,0.3513759189105842
