"SA1_id","vote_pc"
"1121524",".662876"
"1126319",".349417"
"1136927",".473777"
"1153543",".382461"
"1151108",".719900"
"1139919",".375042"
"1124317",".557397"
"1152201",".582774"
"1131537",".712467"
"1149624",".318876"
"1117609",".331656"
"1117623",".326748"
"1149918",".358633"
"1125425",".501667"
"1132207",".604918"
"1147648",".469760"
"1147913",".715620"
"1147154",".526193"
"1153034",".325354"
"1134001",".342422"
"1129341",".332664"
"1150206",".409548"
"1150237",".401162"
"1152706",".329293"
"1128006",".493664"
"1139201",".682363"
"1142717",".313930"
"1140639",".397693"
"1152754",".327373"
"1129739",".295504"
"1110829",".687376"
"1132214",".600747"
"1135959",".500073"
"1117704",".279825"
"1139005",".485015"
"1111546",".648333"
"1138436",".441072"
"1103816",".489212"
"1138133",".561356"
"1133402",".648215"
"1135301",".744685"
"1153607",".418871"
"1129107",".311349"
"1149246",".579264"
"1147645",".305931"
"1111519",".627059"
"1146318",".367296"
"1109928",".295535"
"1137719",".544184"
"1148226",".602170"
"1122231",".591235"
"1141216",".303196"
"1146013",".515475"
"1144034",".610349"
"1130914",".543698"
"1147023",".600545"
"1122620",".633585"
"1119606",".267492"
"1138609",".451493"
"1114225",".697260"
"1129414",".247831"
"1144122",".599742"
"1141326",".372223"
"1106714",".321837"
"1150825",".602217"
"1150403",".625860"
"1123925",".536345"
"1144228",".602756"
"1132637",".613169"
"1129361",".316597"
"1142023",".349810"
"1131935",".711840"
"1103105",".493373"
"1138705",".669646"
"1110011",".310398"
"1140253",".358581"
"1119712",".284623"
"1134128",".330920"
"1140839",".287542"
"1135438",".695958"
"1128910",".408653"
"1140226",".360356"
"1121019",".607239"
"1101001",".558252"
"1150722",".598235"
"1145729",".517498"
"1119305",".252216"
"1128614",".429538"
"1101822",".492942"
"1100122",".437346"
"1111313",".629497"
"1116209",".352921"
"1140916",".291553"
"1107703",".317916"
"1151348",".713382"
"1150336",".396575"
"1102024",".575719"
"1151305",".726306"
"1112534",".586103"
"1152912",".328023"
"1127720",".505263"
"1102717",".549724"
"1116957",".383019"
"1148237",".599628"
"1127103",".347732"
"1138027",".576541"
"1136833",".520346"
"1149323",".591993"
"1136202",".699885"
"1105416",".566974"
"1104615",".622861"
"1134015",".324692"
"1153129",".341552"
"1118401",".235614"
"1125902",".320055"
"1144317",".624181"
"1151613",".702319"
"1140045",".371644"
"1111820",".588350"
"1133237",".678146"
