,Origin,Destination,Time (min),Distance
12973,2122309,2122332,2.11,0.4621871719120357
12974,2122309,2122334,2.0516666666666667,0.4073373342580033
12975,2122310,2122336,4.95,0.43598617130612544
12976,2122310,2122345,3.41,0.36885656097629343
12977,2122310,2122348,2.25,0.2500433964861883
12978,2122310,2122349,6.2333333333333325,0.7093720965549064
12979,2122310,2122352,3.523333333333333,0.25224734479608635
12980,2122311,2122314,2.523333333333333,0.40383210459989594
12981,2122311,2122328,2.7916666666666665,0.37219049466347554
12982,2122311,2122345,2.7150000000000003,0.4730919086916213
12983,2122311,2122346,2.35,0.40359492110404305
12984,2122311,2122352,2.7550000000000003,0.2554026945873744
12985,2122312,2122327,3.181666666666666,0.4462252220970394
12986,2122312,2122336,5.776666666666667,0.6532103487610558
12987,2122312,2122337,3.256666666666667,0.32414953412886066
12988,2122312,2122338,2.7983333333333333,0.44844681550209364
12989,2122312,2122345,5.588333333333334,0.46812763195756896
12990,2122312,2122346,4.293333333333334,0.378950674727582
12991,2122313,2122314,1.4516666666666669,0.47847829312453527
12992,2122313,2122323,3.518333333333333,0.4329996619941405
12993,2122313,2122327,2.333333333333333,0.42793819379673476
12994,2122313,2122328,1.0766666666666669,0.2803172056956694
12995,2122314,2122328,1.1883333333333332,0.3766154213636632
12996,2122315,2122319,3.12,0.3412078213854794
12997,2122315,2122320,5.37,0.5729761118389234
12998,2122315,2122342,3.673333333333333,0.5063158936595529
12999,2122315,2122353,0.92,0.21072334860783798
13000,2122316,2122319,2.7983333333333333,0.4205684690838746
13001,2122316,2122321,3.648333333333333,0.4005603605442414
13002,2122316,2122325,4.665,0.7617013673703125
13003,2122316,2122333,3.203333333333333,0.6055228892059671
13004,2122316,2122343,2.61,0.3139427196825651
13005,2122317,2122318,2.86,0.20099903040205425
13006,2122317,2122347,3.091666666666667,0.4656337724667905
13007,2122317,2122348,2.921666666666667,0.5907353471264813
13008,2122317,2122349,6.411666666666666,0.4360095244569292
13009,2122318,2122348,2.978333333333333,0.5459219346272164
13010,2122318,2122349,6.781666666666666,0.24554368781924155
13011,2122319,2122320,4.096666666666667,0.6800015999633529
13012,2122319,2122321,3.18,0.3443299109249814
13013,2122319,2122342,2.7633333333333336,0.4285132229533907
13014,2122319,2122343,1.4,0.3049855376212523
13015,2122320,2122321,2.79,0.60586900698748
13016,2122320,2122325,6.525,0.9943706558464243
13017,2122320,2122353,4.901666666666667,0.7175259972335786
13018,2122321,2122325,5.703333333333332,0.6114161354984634
13019,2122322,2122349,4.1466666666666665,0.45317944292444945
13020,2122322,2122354,2.553333333333333,0.4508603587964292
13021,2122323,2122327,2.545,0.30045036929237495
13022,2122323,2122338,2.521666666666667,0.2955393989242905
13023,2122324,2122325,3.9366666666666665,1.3947092594604176
13024,2122326,2122329,3.398333333333333,0.6379169100958347
13025,2122326,2122330,3.1166666666666667,0.30477407332319373
13026,2122326,2122336,4.246666666666667,0.6265593027438476
13027,2122326,2122337,3.325,0.5506741285194907
13028,2122327,2122328,1.8133333333333328,0.36028525324891053
13029,2122327,2122338,3.87,0.3106010454935011
13030,2122327,2122346,1.7233333333333334,0.33732243276756757
13031,2122328,2122346,2.556666666666666,0.3769245699340279
13032,2122329,2122336,3.228333333333333,0.3361160740869101
13033,2122329,2122347,2.9483333333333333,0.4354526665923549
13034,2122329,2122348,3.6633333333333336,0.4439319690566448
13035,2122330,2122336,4.323333333333333,0.32940679537850465
13036,2122330,2122337,2.828333333333333,0.3673892994133972
13037,2122331,2122333,2.123333333333333,0.5525187563753243
13038,2122331,2122334,1.4366666666666668,0.40842121483879484
13039,2122332,2122334,1.805,0.36197397864345254
13040,2122332,2122339,2.038333333333333,0.35497350320918525
13041,2122332,2122340,3.083333333333333,0.6519351824391353
13042,2122333,2122334,2.006666666666667,0.3477207979655295
13043,2122333,2122339,2.4633333333333334,0.42928124243376287
13044,2122333,2122343,3.885,0.5507859930911603
13045,2122334,2122339,2.2066666666666666,0.3808959488078117
13046,2122336,2122337,2.296666666666667,0.48535815857770526
13047,2122336,2122345,2.933333333333333,0.35677607960331137
13048,2122336,2122348,4.351666666666668,0.4545642637045623
13049,2122339,2122340,2.881666666666667,0.5321515423969887
13050,2122339,2122342,3.1416666666666666,0.3779014180439437
13051,2122340,2122341,1.7333333333333334,0.5048803315374361
13052,2122340,2122342,2.058333333333333,0.3336602990862488
13053,2122340,2122353,2.7383333333333337,0.5252632461600112
13054,2122341,2122353,2.1266666666666665,0.2406183730719058
13055,2122342,2122343,2.7983333333333333,0.3196542866599788
13056,2122342,2122353,3.685,0.5295903077004004
13057,2122345,2122346,2.841666666666667,0.31335217918154923
13058,2122345,2122352,4.878333333333333,0.39523200853853757
13059,2122347,2122348,4.483333333333333,0.24294257932436322
13060,2122348,2122349,6.5183333333333335,0.6783158307424954
13061,2122349,2122351,5.223333333333333,0.36712099635161766
13062,2122351,2122354,3.1933333333333334,0.5222294849309528
13063,2122402,2122405,2.9133333333333336,0.7560208916928723
13064,2122402,2122416,2.765,0.5876587049782851
13065,2122402,2122418,2.5866666666666664,0.5455062231105136
13066,2122402,2122419,2.793333333333333,0.9601534440671031
13067,2122403,2122404,1.7950000000000002,0.4278301678359876
13068,2122403,2122405,2.9483333333333333,0.5401849272829772
13069,2122403,2122416,3.316666666666667,0.641707768930846
13070,2122404,2122405,2.1966666666666668,0.6484546193509536
13071,2122404,2122406,2.896666666666667,0.7332816233942464
13072,2122405,2122406,1.7950000000000002,0.457740029224568
13073,2122405,2122416,2.5866666666666664,0.8534872597963652
13074,2122405,2122425,2.5683333333333334,0.7994655007345797
13075,2122406,2122425,2.765,0.668268454552997
13076,2122406,2122426,4.66,0.7468276564817773
13077,2122407,2122409,41.458333333333336,15.5706237779947
13078,2122407,2122410,14.345,5.473936887366102
13079,2122407,2122413,17.31,5.317018343330541
13080,2122407,2122415,11.881666666666666,4.289779664062332
13081,2122407,2122423,22.16166666666667,6.768871598686913
13082,2122407,2123501,19.598333333333336,14.618547522150353
13083,2122407,2123517,18.64,11.78489349561246
13084,2122408,2122409,38.435,11.07816066938742
13085,2122408,2122423,15.946666666666665,4.079303741139763
13086,2122408,2122502,11.753333333333336,7.7336200148166485
13087,2122408,2122504,17.553333333333335,6.310648943773057
13088,2122408,2122512,8.708333333333334,7.357093620843756
13089,2122409,2122413,40.473333333333336,10.521226201158848
13090,2122409,2122414,39.45,10.426845305208522
13091,2122409,2122415,36.65333333333333,11.32816967896197
13092,2122409,2122423,45.98166666666667,9.98039582558212
13093,2122409,2122424,20.525,9.691770507556205
13094,2122409,2122501,66.37833333333333,16.675003140117184
13095,2122410,2122418,7.6949999999999985,2.330216202876702
13096,2122410,2122419,10.066666666666666,1.980961491743194
13097,2122410,2122420,6.3199999999999985,2.057429889647529
13098,2122410,2122423,26.47666666666667,3.575888839395026
13099,2122411,2122413,5.296666666666667,0.585192110516533
13100,2122411,2122423,6.0683333333333325,1.3401401132856035
13101,2122413,2122414,5.528333333333332,0.5782908958779245
13102,2122413,2122415,5.8983333333333325,2.1025453169411414
13103,2122413,2122423,9.733333333333333,1.8918776872373
13104,2122414,2122415,5.328333333333333,1.6169329695043833
13105,2122416,2122419,2.66,1.2585305008472862
13106,2122417,2122420,5.19,1.1168610123316065
13107,2122417,2122421,3.945,0.6805389981753753
13108,2122417,2122422,4.628333333333333,1.2620898429126506
13109,2122417,2122425,3.21,0.6699049716665885
13110,2122417,2122426,5.208333333333333,1.0703186068960002
13111,2122418,2122419,3.668333333333333,0.92338489523661
13112,2122418,2122420,3.293333333333333,0.6349490552043299
13113,2122418,2122425,3.275,0.9559719978913537
13114,2122421,2122422,5.155,0.6304162918269289
13115,2122421,2122426,4.721666666666667,0.8142542991750535
13116,2122422,2122426,6.918333333333334,1.2569866878902864
13117,2122425,2122426,3.053333333333333,0.9147366272422838
13118,2122501,2122502,23.58166666666667,7.965230920823817
13119,2122501,2122503,21.233333333333334,7.469072382325205
13120,2122501,2122506,15.548333333333336,4.017066478701688
13121,2122502,2122504,19.451666666666664,4.074574497094109
13122,2122502,2122505,17.163333333333334,4.644053997894233
13123,2122502,2122506,19.701666666666664,4.902715660475292
13124,2122502,2122509,12.585,3.64722461937304
13125,2122502,2122517,13.16,4.100948527397683
13126,2122502,2122520,13.973333333333333,4.624070755187519
13127,2122502,2122521,12.475,3.438149309135584
13128,2122503,2122505,16.720000000000002,5.128544897090381
13129,2122503,2122506,17.228333333333335,4.74388073094061
13130,2122503,2122507,11.518333333333334,3.25758318415435
13131,2122503,2122511,10.905,8.781763447658372
13132,2122503,2122519,11.998333333333333,3.5843384290153093
13133,2122503,2143001,10.881666666666666,3.340917687740024
13134,2122504,2122505,12.076666666666664,4.581415794575249
13135,2122504,2122510,11.045,3.595226490264629
13136,2122504,2122512,10.821666666666665,3.721196968076911
13137,2122505,2122507,12.335,2.688691214529496
13138,2122505,2122510,11.103333333333332,2.786490059607562
13139,2122505,2122511,12.576666666666664,6.322498405157336
13140,2122505,2122514,10.316666666666666,2.0521075551418058
13141,2122505,2122516,12.656666666666665,1.7462378746560947
13142,2122505,2122521,10.455,2.199173470921258
13143,2122506,2122519,5.826666666666667,1.6623254180094758
13144,2122506,2122520,4.905,1.3619930368266602
13145,2122507,2122508,3.398333333333333,0.8127598179204735
13146,2122507,2122514,4.988333333333333,0.9341101226569528
13147,2122507,2122516,5.906666666666666,1.1120321584882724
13148,2122507,2122517,4.051666666666667,0.9180970775562357
13149,2122508,2122516,4.275,0.5026102559867079
13150,2122508,2122517,1.72,0.4944618095523467
13151,2122508,2122518,2.481666666666667,0.38553926973593017
13152,2122509,2122517,1.9866666666666668,0.4572410269118447
13153,2122509,2122518,2.035,0.4063851992817506
13154,2122509,2122521,3.603333333333333,0.5417871238198301
13155,2122510,2122511,8.225,4.628230637955708
13156,2122510,2122512,9.273333333333332,4.385656739835365
13157,2122511,2122512,5.111666666666666,6.902637557042623
13158,2122514,2122516,4.28,1.099369884603396
13159,2122516,2122518,5.775,0.6308156005955204
13160,2122517,2122518,2.2766666666666664,0.5223411607279276
13161,2122518,2122521,3.375,0.41950489705265187
13162,2122519,2122520,1.2966666666666666,0.3778302676779558
13163,2143001,2143010,5.505,1.2721920734498078
13164,2143001,2143015,1.8633333333333333,0.4976033333531175
13165,2143001,2143016,1.3983333333333334,0.41615436292193314
13166,2143001,2143019,3.56,0.7390958528033406
13167,2143001,2143020,5.015,0.9283377726317118
13168,2143001,2143025,7.985,2.460989082769544
13169,2143002,2143008,9.058333333333334,1.007495830593943
13170,2143002,2143017,2.81,0.8817859210450033
13171,2143003,2143027,2.705,0.6486983204816796
13172,2143003,2143028,3.0316666666666667,0.6451816986178452
13173,2143004,2143006,1.655,0.5661228222900115
13174,2143004,2143007,3.855,0.6550450893089823
13175,2143004,2143012,1.6700000000000002,0.6241968118714512
13176,2143004,2143023,2.191666666666667,0.5536893082829023
13177,2143005,2143013,4.953333333333333,0.826109341633193
13178,2143005,2143017,2.1083333333333334,0.3353630118813184
13179,2143005,2143026,2.2550000000000003,0.4086667779309476
13180,2143006,2143010,2.731666666666667,0.8942007227052429
13181,2143006,2143025,3.556666666666666,0.9024836087437048
13182,2143006,2143027,2.996666666666667,0.7268110457911647
13183,2143007,2143014,2.58,0.4409765489743426
13184,2143007,2143018,3.091666666666667,0.3910230543259076
13185,2143008,2143021,3.171666666666667,0.693475128806481
13186,2143008,2143024,2.615,0.8858600690336433
13187,2143009,2143024,2.7383333333333337,0.6668519003877714
13188,2143009,2143028,3.045,1.1698769847313042
13189,2143010,2143019,4.246666666666667,0.5474470593055948
13190,2143010,2143023,1.915,0.3156110449863497
13191,2143010,2143025,4.863333333333333,1.19416503122903
13192,2143012,2143015,0.98,0.4140043819698574
13193,2143012,2143016,1.6966666666666663,0.5487924685934404
13194,2143012,2143018,3.7,0.6776767613111763
13195,2143012,2143019,2.783333333333333,0.6432350738704672
13196,2143012,2143022,3.5166666666666666,0.5197289092101359
13197,2143012,2143023,2.0033333333333334,0.5354353889519025
13198,2143013,2143026,3.21,0.6061859019349286
13199,2143013,2143028,4.55,0.8082452260837899
13200,2143015,2143016,1.0716666666666663,0.426889442125211
13201,2143015,2143020,3.1516666666666664,0.7639318274535123
13202,2143016,2143019,2.56,0.34763997616694525
13203,2143017,2143026,1.11,0.3777382000737437
13204,2143018,2143022,3.121666666666667,0.3302475440164646
13205,2143019,2143023,3.966666666666667,0.5142817099047041
13206,2143021,2143024,2.881666666666667,0.5103710326983605
13207,2143021,2143025,8.96,1.4075659648187786
13208,2143101,2143302,4.95,0.6205452404683867
13209,2143101,2143304,3.6633333333333336,0.49371172918912665
13210,2143103,2143107,6.9433333333333325,0.46965115220824155
13211,2143103,2143108,3.671666666666667,0.9020609652496991
13212,2143104,2143109,3.773333333333333,0.3919019569831447
13213,2143104,2143202,2.6133333333333337,0.7293863007387337
13214,2143104,2143213,1.785,0.44885011942741315
13215,2143104,2143303,3.9916666666666663,0.5293911888137989
13216,2143105,2143214,1.415,0.23226981211509284
13217,2143106,2143109,3.685,0.5318716691332244
13218,2143107,2143201,4.1800000000000015,0.3211308671547872
13219,2143108,2143110,1.9266666666666663,0.4563495527783681
13220,2143109,2143303,4.493333333333334,0.5754475448651869
13221,2143201,2143205,2.1983333333333333,0.40561794458862394
13222,2143201,2143225,3.2616666666666663,0.7294534315688453
13223,2143202,2143208,3.0383333333333336,0.5531249316525494
13224,2143202,2143213,1.8383333333333332,0.5109756455550565
13225,2143202,2143216,1.265,0.25263210952102255
13226,2143202,2143222,4.5600000000000005,0.6072991352600523
13227,2143202,2143223,0.44,0.23697730322517438
13228,2143203,2143210,2.466666666666667,0.3877230182551592
13229,2143203,2143212,2.285,0.30660839861841044
13230,2143203,2143219,1.2049999999999998,0.43297450643625274
13231,2143204,2143205,1.6933333333333331,0.2765057814593792
13232,2143204,2143225,1.905,0.2154214547666239
13233,2143204,2143226,3.303333333333333,0.39631757125214223
13234,2143205,2143225,1.3866666666666667,0.3311962851654107
13235,2143206,2143213,2.9733333333333336,0.49857602867369816
13236,2143206,2143215,7.038333333333332,1.514331966882165
13237,2143206,2143217,5.538333333333332,1.0216113756200849
13238,2143206,2143220,3.106666666666667,0.48898971119433937
13239,2143206,2143303,3.083333333333333,0.7714754701679831
13240,2143207,2143209,3.095,0.323425379955861
13241,2143207,2143212,4.171666666666667,0.415205794966436
13242,2143207,2143222,1.981666666666667,0.2854252700913524
13243,2143208,2143214,3.1166666666666667,0.3693514080820567
13244,2143208,2143218,2.6366666666666663,0.4601738492262377
13245,2143208,2143222,7.7333333333333325,0.3279503203104204
13246,2143208,2143223,3.878333333333333,0.45969005022134235
13247,2143209,2143212,5.566666666666666,0.40426096695742897
13248,2143209,2143222,2.825,0.5193357373050898
13249,2143210,2143219,3.025,0.5099727385243491
13250,2143211,2143215,15.223333333333333,3.1349084620901784
13251,2143211,2143319,6.7666666666666675,2.1692327827753957
13252,2143212,2143216,3.935,0.858332110975156
13253,2143212,2143219,2.295,0.4870401047719788
13254,2143212,2143222,4.371666666666667,0.7005359967352152
13255,2143213,2143216,2.043333333333333,0.4622825331016778
13256,2143213,2143220,1.28,0.4281930505971451
13257,2143214,2143218,3.181666666666666,0.4014985093589181
13258,2143214,2143223,1.8766666666666665,0.5012638844231483
13259,2143214,2143226,4.251666666666667,0.613286891926993
13260,2143215,2143217,5.251666666666667,1.2710905767919995
13261,2143215,2143319,10.601666666666668,1.6032595355804224
13262,2143216,2143219,3.585,0.6039740932520042
13263,2143216,2143220,1.6133333333333333,0.3887031511080716
13264,2143216,2143222,3.951666666666666,0.6357412214853249
13265,2143218,2143221,5.736666666666666,0.2897343544497539
13266,2143218,2143226,6.211666666666668,0.34859102315384494
13267,2143221,2143225,1.9216666666666664,0.3780543046683298
13268,2143221,2143226,2.04,0.25118477257613386
13269,2143225,2143226,2.345,0.36544959234398605
13270,2143301,2143308,3.47,0.37986164991543875
13271,2143301,2143310,3.4883333333333337,0.4802306463329991
13272,2143301,2143316,2.333333333333333,0.3534992527623201
13273,2143301,2143322,4.181666666666667,0.6138305018985746
