,Origin,Destination,Time (min),Distance
149,1100901,1100912,2.07,0.24322588361708106
150,1100901,1100918,1.341666667,0.4619767775936557
151,1100901,1100919,1.956666667,0.4451433464327781
152,1100901,1100921,1.3566666669999998,0.38366705552317837
153,1100902,1100904,2.978333333,0.4874564255222694
154,1100902,1100905,2.451666667,0.5388578141297736
155,1100902,1100907,3.471666667,0.4141967535029597
156,1100902,1100912,2.508333333,0.26967279191801036
157,1100904,1100902,2.951666667,0.4874564255222694
158,1100904,1100905,2.001666667,0.39156688568966463
159,1100904,1101208,7.806666667000001,0.4897182202217508
160,1100904,1101219,5.071666667,0.604738205091325
161,1100905,1100902,3.306666667,0.5388578141297736
162,1100905,1100904,2.0533333330000003,0.39156688568966463
163,1100905,1100912,2.525,0.49609701665982026
164,1100905,1100918,1.5283333330000002,0.48842685488535004
165,1100905,1101219,3.018333333,0.509223732125408
166,1100907,1100902,3.773333333000001,0.4141967535029597
167,1100907,1100908,4.61,0.3765821596033364
168,1100907,1100911,3.246666667,0.43215155843058556
169,1100907,1100912,3.6,0.43752401326986823
170,1100907,1100921,3.3683333330000003,0.3614269858320819
171,1100908,1100907,2.421666667,0.3765821596033364
172,1100908,1100909,2.423333333,0.35013407321801
173,1100909,1100908,2.181666667,0.35013407321801
174,1100909,1100910,1.931666667,0.2887582396299562
175,1100909,1100911,1.7033333330000002,0.40919490828401656
176,1100910,1100909,1.863333333,0.2887582396299562
177,1100910,1100911,2.031666667,0.2974608347701589
178,1100911,1100907,2.4083333330000003,0.43215155843058556
179,1100911,1100909,1.708333333,0.40919490828401656
180,1100911,1100910,1.931666667,0.2974608347701589
181,1100912,1100901,1.898333333,0.24322588361708106
182,1100912,1100902,2.796666667,0.2696727919180103
183,1100912,1100905,1.766666667,0.49609701665982026
184,1100912,1100907,3.31,0.43752401326986823
185,1100913,1100811,3.183333333,0.44869498685819986
186,1100913,1100817,2.941666667,0.5036367156890912
187,1100913,1100914,2.121666667,0.49389880018065363
188,1100913,1100917,3.348333333,0.5498903847216325
189,1100913,1101003,9.556666667,0.9862987238488814
190,1100914,1100817,3.081666667,0.5668052454717807
191,1100914,1100913,2.723333333,0.49389880018065363
192,1100914,1100915,2.21,0.3788601637905255
193,1100914,1100917,2.155,0.5275825208351076
194,1100914,1100918,3.1483333330000005,0.6210414534402622
195,1100914,1100919,2.828333333,0.7165987982818115
196,1100915,1100816,3.708333333,0.5213463046989021
197,1100915,1100914,3.1483333330000005,0.3788601637905255
198,1100915,1100916,2.925,0.38566727442690596
199,1100915,1100918,4.125,0.49659718830944927
200,1100916,1100807,2.418333333,0.620340555805457
201,1100916,1100815,1.325,0.4480902950612011
202,1100916,1100915,2.805,0.38566727442690596
203,1100916,1100918,1.6833333330000002,0.5361455352360113
204,1100916,1101219,1.6533333330000002,0.4701487353499895
205,1100917,1100913,3.268333333,0.5498903847216325
206,1100917,1100914,2.038333333,0.5275825208351076
207,1100917,1100919,2.191666667,0.6526108486105427
208,1100917,1101003,6.208333333,1.1062873865654657
209,1100917,1101006,3.64,0.4923242539533508
210,1100918,1100901,1.77,0.4619767775936557
211,1100918,1100905,1.361666667,0.48842685488535004
212,1100918,1100914,3.2,0.6210414534402622
213,1100918,1100915,3.568333333,0.49659718830944927
214,1100918,1100916,1.605,0.5361455352360113
215,1100918,1100919,2.181666667,0.4896774554483036
216,1100919,1100901,2.7149999999999994,0.4451433464327781
217,1100919,1100914,3.67,0.7165987982818115
218,1100919,1100917,3.121666667,0.6526108486105427
219,1100919,1100918,2.298333333,0.4896774554483036
220,1100919,1100920,1.321666667,0.4862966961061484
221,1100920,1100919,2.173333333,0.4862966961061484
222,1100920,1100921,1.886666667,0.23611489880582484
223,1100921,1100901,1.221666667,0.38366705552317837
224,1100921,1100907,2.156666667,0.3614269858320819
225,1100921,1100920,1.86,0.23611489880582484
226,1101001,1101008,3.345,0.4986361605901028
227,1101001,1101009,3.4933333330000003,0.5929325367531181
228,1101001,1101011,2.261666667,0.7992923698140055
229,1101002,1100802,14.23833333,0.9344624431033859
230,1101002,1100811,13.955,0.9149646463692883
231,1101002,1100812,17.855,0.8765495669089937
232,1101002,1100813,16.895,0.8550816857017713
233,1101002,1100814,16.23333333,1.0330054935322537
234,1101002,1101003,6.213333333,0.9349461636062228
235,1101003,1100811,7.741666667,1.0874638773606804
236,1101003,1100913,7.233333332999999,0.9862987238488814
237,1101003,1100917,4.426666667,1.1062873865654657
238,1101003,1101002,4.355,0.9349461636062228
239,1101003,1101006,3.056666667,1.0173061946714461
240,1101003,1101015,2.865,0.7339077338307708
241,1101004,1101009,4.976666667,0.6403678909427964
242,1101006,1100917,2.78,0.4923242539533508
243,1101006,1101003,3.43,1.0173061946714461
244,1101006,1101007,1.881666667,0.4296287934081138
245,1101006,1101008,2.38,0.607344576620054
246,1101006,1101015,0.953333333,0.2838252094365207
247,1101007,1101006,1.5483333330000002,0.4296287934081138
248,1101007,1101008,3.181666667,0.4508785288927547
249,1101007,1101009,3.67,0.9445716408963508
250,1101008,1101001,2.183333333,0.4986361605901028
251,1101008,1101006,3.026666667,0.607344576620054
252,1101008,1101007,2.645,0.4508785288927547
253,1101008,1101010,1.725,0.4781575484459248
254,1101008,1101011,3.058333333,0.9748908490925486
255,1101009,1101001,4.528333333,0.5929325367531181
256,1101009,1101004,5.621666667,0.6403678909427964
257,1101009,1101007,4.65,0.9445716408963508
258,1101009,1101011,5.403333333,1.122911052554677
259,1101009,1101014,7.448333333,1.0934220938380237
260,1101010,1101008,1.698333333,0.4781575484459248
261,1101010,1101011,1.343333333,0.5004270514015529
262,1101011,1101001,2.093333333,0.7992923698140055
263,1101011,1101008,3.056666667,0.9748908490925486
264,1101011,1101009,4.4183333330000005,1.122911052554677
265,1101011,1101010,1.358333333,0.5004270514015529
266,1101011,1101012,1.4216666669999998,0.32281191090182115
267,1101011,1101014,5.955,1.4612485117308547
268,1101012,1101011,1.2949999999999997,0.32281191090182115
269,1101014,1101009,7.656666667,1.0934220938380237
270,1101014,1101011,7.235,1.4612485117308547
271,1101014,1101119,7.325,2.928331152819066
272,1101015,1101003,2.828333333,0.7339077338307708
273,1101015,1101006,0.953333333,0.2838252094365207
274,1101101,1101103,14.325,6.958602295079033
275,1101101,1101126,2.795,1.2049098670329184
276,1101101,1101137,12.49166667,2.967686995861397
277,1101102,1101103,28.97166667,13.123599975430606
278,1101102,1101112,28.265,14.727938446992658
279,1101102,1101118,37.36666667,13.121595549479247
280,1101102,1101134,24.39,5.638562457815695
281,1101102,1101135,30.10833333,9.024999420946063
282,1101102,1101137,22.80833333,8.86165116516288
283,1101103,1101101,16.98833333,6.958602295079033
284,1101103,1101102,31.625,13.123599975430606
285,1101103,1101105,29.67666667,15.572042174874761
286,1101103,1101107,36.53666667,14.530221790703687
287,1101103,1101112,42.03333333,16.467339901221205
288,1101103,1101113,37.34166667,10.186998103091106
289,1101103,1101125,20.735,6.9552330799483215
290,1101103,1101126,19.78333333,7.6187290128310865
291,1101103,1101137,27.92166667,9.13557432007774
292,1101104,1101127,13.66333333,3.395077090289995
293,1101105,1101103,31.79833333,15.572042174874761
294,1101105,1101106,9.633333333,4.897434742765125
295,1101105,1101107,18.57166667,16.053429400228797
296,1101105,1101117,13.95,13.949105276688314
297,1101105,1101119,4.5883333330000005,4.972882241263319
298,1101105,1101128,14.28833333,5.692680149783909
299,1101106,1101105,7.743333333,4.897434742765125
300,1101106,1101107,17.94666667,12.256410828765807
301,1101106,1101117,13.325,9.92172247249691
302,1101107,1100708,80.81,30.01031087583697
303,1101107,1101103,41.81666667,14.530221790703687
304,1101107,1101105,23.59166667,16.053429400228797
305,1101107,1101106,24.78833333,12.256410828765809
306,1101107,1101113,53.29166667,18.495262658034846
307,1101107,1101116,55.19333333,29.143217670333627
308,1101107,1101117,28.115,15.49530788831043
309,1101108,1101116,23.84833333,12.08836129147109
310,1101109,1101110,44.68999999999999,8.622432902698003
311,1101109,1101111,12.97333333,7.756600550987513
312,1101109,1101116,88.525,18.73950543593382
313,1101109,1101117,56.94833333,16.238273007630482
314,1101110,1101109,44.40333333,8.622432902698003
315,1101110,1101111,41.31333333,15.075886000792137
316,1101110,1101129,36.57833333,13.561273758564841
317,1101111,1101109,13.63333333,7.756600550987513
318,1101111,1101110,42.36166667,15.075886000792137
319,1101111,1101117,43.975,10.391765101415421
320,1101111,1101129,21.81666667,5.202984146582736
321,1101112,1100709,48.80666667,14.91047573945049
322,1101112,1101102,28.17166667,14.727938446992658
323,1101112,1101103,39.17666667,16.467339901221205
324,1101112,1101113,42.68,12.22336659482718
325,1101112,1101118,36.23,12.485909636207056
326,1101113,1100708,66.83,43.211039100200445
327,1101113,1100709,19.89833333,11.86762334204696
328,1101113,1101103,33.92166667,10.186998103091106
329,1101113,1101107,44.63333333,18.495262658034846
330,1101113,1101112,36.54166667,12.22336659482718
331,1101115,1101120,16.81333333,5.223042781292703
332,1101115,1101123,7.265,4.217447560648555
333,1101115,1101129,12.19666667,5.03295363152537
334,1101116,1100708,61.11166667,20.803344640080212
335,1101116,1101107,43.43333333,29.143217670333627
336,1101116,1101108,16.91,12.08836129147109
337,1101116,1101109,82.36166667,18.73950543593382
338,1101116,1101117,36.12833333,22.007984907016503
339,1101117,1101105,13.79,13.949105276688314
340,1101117,1101106,14.98666667,9.92172247249691
341,1101117,1101107,23.02833333,15.49530788831043
342,1101117,1101109,57.54833333,16.238273007630482
343,1101117,1101111,43.915,10.391765101415421
344,1101117,1101116,42.95,22.007984907016503
345,1101117,1101128,28.07833333,12.405151162210235
346,1101118,1100701,63.84,30.64895600231563
347,1101118,1100709,60.21833333,27.160618088680348
348,1101118,1101102,44.47333333,13.121595549479247
349,1101118,1101112,43.32166667,12.485909636207056
350,1101118,1101135,56.615,15.948397429633669
351,1101119,1101014,7.278333333,2.928331152819066
352,1101119,1101105,4.641666667,4.972882241263319
353,1101119,1101128,12.55666667,4.1222357781035734
354,1101120,1101115,16.25166667,5.223042781292704
355,1101122,1101128,24.90166667,4.079424006603979
356,1101123,1101115,7.751666667,4.217447560648555
357,1101123,1101129,4.931666667,1.4611653898604258
358,1101125,1101103,17.594999999999995,6.9552330799483215
359,1101125,1101126,2.825,0.7812667986556031
360,1101126,1101101,3.526666667,1.2049098670329184
361,1101126,1101103,17.50333333,7.6187290128310865
362,1101126,1101125,2.3683333330000003,0.7812667986556031
363,1101126,1101137,11.34,3.587479326549646
364,1101127,1101104,11.28166667,3.395077090289995
365,1101127,1101130,28.82166667,4.355439380432742
366,1101127,1101133,11.22833333,5.671758318015555
367,1101127,1101136,13.75,7.415641595137886
368,1101127,1101140,53.78833333,9.508453472007783
369,1101128,1101105,14.351666670000002,5.692680149783909
370,1101128,1101117,28.30166667,12.405151162210235
371,1101128,1101119,12.476666670000002,4.1222357781035734
372,1101128,1101122,24.89333333,4.079424006603979
373,1101129,1101110,37.78833333,13.561273758564841
374,1101129,1101111,20.92166667,5.202984146582736
375,1101129,1101115,12.65666667,5.03295363152537
376,1101129,1101123,4.905,1.4611653898604258
377,1101130,1101127,31.76166667,4.355439380432742
378,1101130,1101131,19.54166667,3.667902985489013
379,1101130,1101133,26.505,3.652929093235192
380,1101130,1101139,24.63,5.468266466332851
381,1101130,1101140,75.66333332999999,5.880336291318187
382,1101131,1101130,19.63,3.667902985489013
383,1101131,1101132,7.891666667000001,1.612710836728033
384,1101131,1101133,12.93833333,4.396722410729622
385,1101131,1101139,5.0883333330000005,2.798473316905148
386,1101132,1101131,7.741666667,1.612710836728033
387,1101132,1101133,9.398333333,5.666337944646725
388,1101132,1101134,10.25666667,2.8239883544367803
389,1101132,1101137,12.52833333,5.876513741701228
390,1101132,1101139,2.685,2.3317406237558522
391,1101133,1101127,10.34666667,5.671758318015555
392,1101133,1101130,23.90333333,3.652929093235192
393,1101133,1101131,10.15166667,4.396722410729622
394,1101133,1101132,9.616666667,5.666337944646725
395,1101133,1101134,16.655,6.439488958338633
396,1101133,1101136,13.08,2.3687237536162056
397,1101134,1101102,21.185,5.638562457815695
398,1101134,1101132,6.946666667000001,2.82398835443678
399,1101134,1101133,13.18,6.439488958338633
400,1101134,1101135,16.03,6.962779864328698
401,1101134,1101136,11.945,6.835474601319769
402,1101134,1101137,12.5,6.809840416478417
403,1101135,1101102,30.18833333,9.024999420946063
404,1101135,1101118,49.69833333,15.948397429633669
405,1101135,1101134,19.23166667,6.962779864328698
406,1101135,1101136,8.766666667,4.502142996875764
407,1101136,1101127,13.53666667,7.415641595137886
408,1101136,1101133,12.915,2.3687237536162056
409,1101136,1101134,15.18666667,6.835474601319769
410,1101136,1101135,8.696666667,4.502142996875764
411,1101137,1101101,13.01333333,2.967686995861397
412,1101137,1101102,22.69833333,8.86165116516288
413,1101137,1101103,25.39166667,9.13557432007774
414,1101137,1101126,10.359999999999998,3.587479326549646
415,1101137,1101132,12.18166667,5.876513741701228
416,1101137,1101134,15.54666667,6.809840416478417
417,1101137,1101139,14.86666667,4.716048383811713
418,1101137,1101140,55.45,6.091564410387919
419,1101139,1101130,24.844999999999995,5.468266466332851
420,1101139,1101131,5.056666667,2.798473316905148
421,1101139,1101132,2.8033333330000003,2.3317406237558522
422,1101139,1101137,15.33166667,4.716048383811713
423,1101139,1101140,56.76833333,3.2223904185183216
424,1101140,1101127,65.70833333,9.508453472007783
425,1101140,1101130,83.87000000000002,5.880336291318187
426,1101140,1101137,66.77666667,6.09156441038792
427,1101140,1101139,67.67833333,3.2223904185183216
428,1101201,1101216,2.366666667,0.349812146741864
429,1101201,1101218,3.981666667,0.4549809698007983
430,1101201,1101223,3.541666667,0.44942349374582424
431,1101201,1101231,2.73,0.5964828951154395
432,1101202,1101204,4.615,0.5762149276512128
433,1101202,1101206,0.921666667,0.47114769153417824
434,1101202,1101231,2.25,1.0546506213725382
435,1101202,1101232,1.965,0.8211134837177138
436,1101203,1101212,3.136666667,0.5162068733874073
437,1101203,1101218,3.231666667,0.8566078265898257
438,1101203,1101222,3.211666667,0.5494849236539225
439,1101203,1101224,3.483333333,0.6611366314649884
440,1101204,1101202,4.708333333,0.5762149276512128
441,1101204,1101206,5.63,0.6592896290820793
442,1101204,1101227,2.581666667,0.6510769078149233
443,1101204,1101232,3.996666667,0.8560137052061891
444,1101205,1101210,2.218333333,0.5489835902493281
445,1101205,1101211,2.62,0.7987645914721543
446,1101205,1101213,2.355,0.7841353565432196
447,1101205,1101215,0.995,0.2554908868380602
448,1101206,1101202,0.8816666670000001,0.47114769153417824
449,1101206,1101204,5.496666667,0.6592896290820793
450,1101207,1101217,0.435,0.13972656445359485
451,1101207,1101228,3.82,0.2744094396771171
452,1101208,1100904,7.988333333,0.4897182202217508
453,1101208,1101217,7.475,1.5203808528357978
454,1101208,1101219,6.233333332999999,0.794279845957861
455,1101208,1101229,5.94,0.526594865469929
456,1101208,1101230,4.473333333,0.43423497702116126
457,1101209,1100807,3.88,0.8695489048382672
458,1101209,1101213,4.085,0.9236605364518934
459,1101209,1101217,6.123333333,1.0339688838329888
460,1101209,1101220,3.845,0.6381555397150754
461,1101209,1101221,4.603333333,0.6303962870066798
462,1101209,1101228,4.97,0.6251262057320917
463,1101210,1101205,2.1583333330000003,0.5489835902493281
464,1101210,1101213,1.871666667,0.615355936739493
465,1101210,1101215,1.905,0.6027818687268982
466,1101210,1101223,4.333333333,0.7450796536798666
467,1101211,1101205,2.455,0.7987645914721543
468,1101211,1101212,1.368333333,0.3028969653344783
469,1101211,1101215,1.78,0.9061899121537218
470,1101212,1101203,3.123333333,0.5162068733874073
471,1101212,1101211,1.415,0.3028969653344783
472,1101212,1101215,2.165,0.7885058295128085
473,1101213,1101205,2.115,0.7841353565432196
474,1101213,1101209,4.505,0.9236605364518934
475,1101213,1101210,1.793333333,0.615355936739493
476,1101213,1101217,6.498333333,1.0643320673234535
477,1101214,1101216,3.695,0.47257104341161693
478,1101214,1101218,4.465,0.40726809281537957
479,1101214,1101224,3.621666667,0.5264080587562937
480,1101214,1101227,3.965,0.5256519283184264
481,1101214,1101232,5.086666667,0.5005682603726888
482,1101215,1101205,0.908333333,0.2554908868380602
483,1101215,1101210,1.7683333330000002,0.6027818687268982
484,1101215,1101211,2.025,0.9061899121537218
485,1101215,1101212,2.395,0.7885058295128085
486,1101215,1101222,3.393333333,0.4507140286616213
487,1101215,1101223,3.7850000000000006,0.4798407389194897
488,1101216,1101201,2.365,0.349812146741864
489,1101216,1101214,3.798333333,0.47257104341161693
490,1101216,1101218,3.1600000000000006,0.6227675945131328
491,1101216,1101231,2.181666667,0.3934120592754825
492,1101216,1101232,2.846666667,0.3434283252798198
493,1101217,1101207,0.435,0.13972656445359485
494,1101217,1101208,7.496666667,1.5203808528357976
495,1101217,1101209,6.266666667000001,1.0339688838329888
496,1101217,1101213,6.466666667,1.0643320673234535
497,1101217,1101221,4.345,0.7416649085276934
498,1101217,1101228,3.385,0.40941695241293674
499,1101217,1101229,6.758333333,1.103925554479763
500,1101217,1101230,5.429999999999999,1.0867229171869635
501,1101218,1101201,3.836666667,0.4549809698007983
502,1101218,1101203,3.2850000000000006,0.8566078265898257
503,1101218,1101214,4.44,0.40726809281537957
504,1101218,1101216,3.14,0.6227675945131328
505,1101218,1101222,2.143333333,0.49568553177304386
506,1101218,1101223,2.983333333,0.48303197781317575
507,1101218,1101224,2.24,0.6330843873077431
508,1101219,1100807,2.616666667,0.534154917369538
509,1101219,1100904,5.041666667,0.604738205091325
510,1101219,1100905,2.765,0.509223732125408
511,1101219,1100916,1.658333333,0.4701487353499895
512,1101219,1101208,5.665,0.794279845957861
513,1101219,1101220,4.785,0.500105617408736
514,1101219,1101229,5.515,0.7319735913911529
515,1101220,1100807,2.98,0.5169403139614211
516,1101220,1101209,4.071666667,0.6381555397150754
517,1101220,1101219,4.121666667,0.500105617408736
518,1101220,1101221,3.708333333,0.6015842141190311
519,1101220,1101229,5.445000000000001,0.48117058923520695
520,1101221,1101209,4.673333333,0.6303962870066798
521,1101221,1101217,4.481666667,0.7416649085276934
522,1101221,1101220,3.443333333,0.6015842141190311
523,1101221,1101228,2.483333333,0.46819992310524955
524,1101221,1101229,2.506666667,0.4044016248068829
525,1101222,1101203,3.61,0.5494849236539227
526,1101222,1101215,3.778333333,0.4507140286616213
527,1101222,1101218,2.58,0.49568553177304386
528,1101222,1101223,1.635,0.6098103048027446
529,1101223,1101201,4.423333333,0.44942349374582424
530,1101223,1101210,5.46,0.7450796536798666
531,1101223,1101215,5.22,0.4798407389194897
532,1101223,1101218,4.021666667,0.48303197781317575
533,1101223,1101222,2.595,0.6098103048027446
534,1101224,1101203,3.713333333,0.6611366314649884
535,1101224,1101214,3.675,0.5264080587562937
536,1101224,1101218,2.311666667,0.6330843873077432
537,1101224,1101227,1.515,0.6535542186426762
538,1101227,1101204,2.653333333,0.6510769078149233
539,1101227,1101214,3.998333333,0.5256519283184264
540,1101227,1101224,1.588333333,0.6535542186426762
541,1101227,1101232,2.27,0.5729854803095698
542,1101228,1101207,4.038333333,0.2744094396771171
543,1101228,1101209,5.343333333,0.6251262057320917
544,1101228,1101217,3.603333333,0.40941695241293674
545,1101228,1101221,2.701666667,0.46819992310524955
546,1101229,1101208,6.41,0.526594865469929
547,1101229,1101217,6.11,1.103925554479763
548,1101229,1101219,6.0316666670000005,0.7319735913911529
549,1101229,1101220,5.071666667,0.48117058923520695
550,1101229,1101221,2.846666667,0.4044016248068829
551,1101229,1101230,3.656666667,0.2918903162051431
552,1101230,1101208,4.17,0.43423497702116126
553,1101230,1101217,5.896666667000001,1.0867229171869635
554,1101230,1101229,3.715,0.2918903162051431
555,1101231,1101201,2.525,0.5964828951154395
556,1101231,1101202,2.563333333,1.0546506213725382
557,1101231,1101216,2.081666667,0.3934120592754825
558,1101231,1101232,2.355,0.5350597359054763
559,1101232,1101202,2.201666667,0.8211134837177138
560,1101232,1101204,4.036666667,0.8560137052061891
561,1101232,1101214,5.515,0.5005682603726888
562,1101232,1101216,3.111666667,0.3434283252798198
563,1101232,1101227,2.141666667,0.5729854803095698
564,1101232,1101231,2.508333333,0.5350597359054763
565,1101301,1101306,60.11166667,21.36826910576942
566,1101302,1101303,4.51,1.3287966575988028
567,1101302,1101304,7.311666667000001,1.713304605361864
568,1101302,1101305,62.26333333,22.731552971144826
569,1101302,1101308,33.95,13.173650158541449
570,1101303,1101302,4.438333333,1.3287966575988028
571,1101303,1101304,2.801666667,0.9234655740543228
572,1101303,1101308,35.215,14.415166213941209
